customer_id,gender,age,country
9192,F,42,Spain
3832,F,29,Italy
6950,F,32,Germany
5673,F,45,Greece
2345,F,29,Italy
8770,M,39,France
6748,M,29,Italy
182,F,32,Germany
2499,M,30,Italy
956,F,33,Germany
3150,F,45,Greece
8590,F,27,Italy
1918,F,32,Germany
2222,F,30,Italy
5047,F,49,Netherlands
7242,F,50,Netherlands
1763,F,49,Netherlands
1432,M,29,Italy
8065,M,39,France
3747,M,36,Germany
356,F,30,Italy
3761,F,36,Germany
5302,M,24,Italy
2528,F,41,Spain
5538,M,27,Italy
7393,M,26,Italy
6526,M,36,Germany
3001,F,38,France
4807,F,41,UK
7047,F,39,France
5410,F,56,Netherlands
4009,F,22,Italy
6773,M,42,Spain
5008,M,40,UK
127,F,30,Italy
1008,F,28,Italy
6807,F,26,Italy
6630,F,41,Spain
8840,M,29,Italy
8143,M,34,Germany
2609,F,27,Italy
3362,F,35,Germany
7612,M,24,Italy
5092,M,27,Italy
9650,F,18,Italy
8500,M,34,Germany
9436,F,46,Greece
2575,M,35,Germany
3345,M,26,Italy
2242,M,34,Germany
8781,F,37,France
3136,F,31,Germany
7269,M,39,France
8854,F,35,Germany
6879,F,39,France
8367,F,35,Germany
8995,F,34,Germany
6221,F,33,Germany
6280,F,37,France
6519,F,31,Italy
7097,F,31,Italy
7202,F,30,Italy
2623,F,39,France
9119,F,45,Greece
8232,F,30,Italy
6796,F,28,Italy
2743,F,36,Germany
6321,F,51,Netherlands
1107,F,40,UK
57,M,37,France
6987,F,35,Germany
2050,M,39,France
1992,F,18,Italy
7332,F,38,France
876,F,41,Spain
6872,F,42,Spain
704,F,41,Spain
9580,F,34,Germany
3971,F,37,France
7760,M,47,Netherlands
2013,F,32,Germany
5725,M,47,Netherlands
3239,F,30,Italy
2594,M,33,Germany
5574,F,43,Greece
4141,M,30,Italy
2391,M,40,UK
790,M,51,Netherlands
2558,F,36,Germany
8750,F,40,UK
1206,F,22,Italy
5216,M,38,France
6852,F,21,Italy
8509,F,43,Greece
5973,F,35,Germany
1801,F,36,Germany
7387,M,22,Italy
1481,M,37,France
5627,F,38,France
103,F,43,Greece
9461,F,38,France
5540,F,33,Germany
2523,M,27,Italy
3504,M,23,Italy
641,M,32,Germany
8981,M,31,Germany
3225,M,33,Germany
3031,F,27,Italy
2263,F,44,Greece
9629,F,38,France
594,M,43,Greece
7092,M,40,UK
811,M,33,Germany
8572,F,44,Greece
1744,F,44,Greece
181,F,36,France
6853,F,30,Italy
6662,M,34,Germany
6406,F,29,Italy
3537,M,38,France
3516,F,32,Germany
1879,F,40,UK
4740,F,37,France
2089,M,32,Germany
40,M,44,Greece
4595,M,36,Germany
2459,F,37,France
2655,F,44,Greece
8138,F,38,France
4582,M,34,Germany
235,F,26,Italy
5167,F,31,Italy
58,M,34,Germany
1642,M,43,Greece
2076,F,32,Germany
2900,F,34,Germany
9491,F,40,UK
3758,F,32,Germany
8371,M,43,Greece
7714,F,29,Italy
4711,F,43,Greece
4266,F,43,Greece
6912,M,32,Germany
4610,F,38,France
4868,F,37,France
4957,F,31,Germany
3499,M,40,UK
6106,M,24,Italy
4999,F,37,France
573,F,21,Italy
105,M,30,Italy
9663,M,29,Italy
5326,M,33,Germany
8204,M,32,Germany
9237,M,42,Spain
4234,M,36,Germany
928,F,24,Italy
2942,F,36,Germany
2374,M,38,France
7903,F,37,France
7384,M,34,Germany
1257,M,37,France
6516,F,29,Italy
6385,F,41,Spain
1520,F,30,Italy
5295,M,41,Spain
7090,M,32,Germany
8161,M,47,Netherlands
2619,F,28,Italy
9626,F,34,Germany
1122,M,37,France
9315,M,33,Germany
4464,F,40,UK
3034,F,32,Germany
8796,M,37,France
9540,F,29,Italy
6973,F,38,France
4013,M,32,Germany
7693,F,35,Germany
1281,F,40,UK
2745,F,54,Netherlands
498,M,40,UK
7607,M,39,France
2315,F,29,Italy
249,M,38,France
1876,F,40,UK
4233,M,38,France
2208,F,42,Spain
7099,M,44,Greece
4064,F,32,Germany
5925,M,39,France
1743,M,37,France
7829,F,18,Italy
1606,F,26,Italy
6318,M,43,Greece
3702,F,38,France
3253,M,31,Germany
1697,M,41,Spain
4975,F,49,Netherlands
79,M,37,France
4687,F,27,Italy
5759,F,36,Germany
7733,M,33,Germany
9571,M,38,France
8118,M,25,Italy
5310,F,42,Spain
2511,M,24,Italy
6034,F,37,France
8955,M,36,Germany
5662,F,40,UK
9426,F,40,UK
4990,M,38,France
9067,M,36,Germany
662,F,33,Germany
8676,M,50,Netherlands
8316,M,38,France
4968,F,33,Germany
5014,M,40,UK
1584,M,26,Italy
2238,F,25,Italy
5196,F,33,Germany
6419,M,42,Spain
6470,F,41,Spain
8327,M,32,Germany
3390,F,34,Germany
1421,M,36,France
749,M,30,Italy
9489,M,39,France
8158,M,27,Italy
4341,M,34,Germany
8918,F,34,Germany
4926,F,33,Germany
4770,M,24,Italy
5177,M,40,UK
624,F,27,Italy
3762,F,34,Germany
3354,F,39,France
9074,F,40,UK
2850,F,33,Germany
200,M,33,Germany
4987,M,38,France
7992,F,41,Spain
2307,M,39,France
4746,M,43,Greece
2421,M,32,Germany
4247,M,48,Netherlands
6054,F,37,France
9274,F,36,Germany
2004,M,32,Germany
3934,F,26,Italy
7550,M,26,Italy
7848,M,37,France
8051,M,33,Germany
1915,M,32,Germany
3059,M,41,Spain
6581,F,28,Italy
4147,M,37,France
3392,M,39,France
4280,F,33,Germany
7059,F,30,Italy
5249,F,39,France
1319,F,42,Spain
6808,M,26,Italy
3078,F,32,Germany
2752,F,39,France
280,M,34,Germany
4698,M,46,Greece
302,M,34,Germany
7657,F,37,France
6082,F,29,Italy
8769,M,40,UK
860,F,47,Netherlands
1564,F,41,Spain
2442,F,29,Italy
3606,F,28,Italy
3699,F,29,Italy
4782,M,30,Italy
4325,F,35,Germany
2034,M,43,Greece
6656,F,34,Germany
4105,M,34,Germany
6496,F,47,Netherlands
9240,F,37,France
2465,M,51,Netherlands
1783,F,32,Germany
2813,F,27,Italy
5776,M,51,Netherlands
7029,M,41,UK
8555,F,33,Germany
361,F,37,France
3453,F,47,Netherlands
4799,F,42,Spain
4413,M,40,UK
2375,F,33,Germany
2518,F,33,Germany
3740,M,33,Germany
6382,F,38,France
838,M,31,Germany
5625,F,35,Germany
4991,F,31,Germany
1936,M,39,France
2550,F,35,Germany
3541,F,39,France
9468,M,42,Spain
4733,M,35,Germany
4903,M,25,Italy
1269,M,35,Germany
7489,M,41,Spain
8789,F,35,Germany
5586,F,39,France
7692,F,44,Greece
525,M,22,Italy
5559,F,40,France
4563,M,31,Germany
7231,F,43,Greece
283,F,38,France
4278,M,18,Italy
687,F,36,Germany
3306,M,27,Italy
3207,F,37,France
3553,F,32,Germany
6594,F,40,UK
9197,M,23,Italy
456,F,33,Germany
6561,M,44,Greece
2472,F,34,Germany
5636,M,50,Netherlands
9155,F,37,France
1559,M,25,Italy
7266,M,41,UK
8516,F,25,Italy
3018,M,48,Netherlands
8559,F,40,UK
8196,M,39,France
413,M,30,Italy
7727,M,38,France
1002,F,41,Spain
2515,F,31,Italy
8948,F,39,France
2277,F,43,Greece
9300,M,37,France
8677,F,43,Greece
7469,M,45,Greece
4492,F,34,Germany
4365,M,37,France
3107,M,34,Germany
5169,F,36,Germany
6497,M,33,Germany
5845,F,35,Germany
4882,F,30,Italy
8883,M,27,Italy
5716,M,20,Italy
9601,M,47,Netherlands
4667,F,40,UK
246,M,45,Greece
357,M,26,Italy
6457,F,49,Netherlands
874,M,33,Germany
7995,F,28,Italy
8599,F,37,France
121,F,43,Greece
2220,F,36,Germany
5553,F,21,Italy
6688,M,40,UK
3385,F,46,Netherlands
7924,M,33,Germany
4656,M,37,France
4494,M,30,Italy
2949,M,51,Netherlands
586,F,32,Germany
7591,F,52,Netherlands
2503,F,31,Germany
4934,M,34,Germany
3295,M,44,Greece
7853,F,32,Germany
5727,F,33,Germany
4524,M,29,Italy
7589,F,28,Italy
2980,F,19,Italy
7603,F,20,Italy
8536,F,36,Germany
6552,F,34,Germany
1604,F,27,Italy
4960,F,45,Greece
6129,F,28,Italy
2749,F,26,Italy
6624,F,45,Greece
3771,M,28,Italy
8348,F,27,Italy
3684,F,22,Italy
713,F,31,Germany
2517,M,36,Germany
6466,F,21,Italy
8309,M,51,Netherlands
1586,M,34,Germany
227,F,33,Germany
1850,F,40,UK
4786,F,25,Italy
5640,F,38,France
6518,F,33,Germany
128,F,40,UK
7444,F,45,Greece
2278,M,23,Italy
2168,M,35,Germany
3912,M,31,Italy
3046,M,34,Germany
5609,F,45,Greece
8300,M,35,Germany
4386,M,36,Germany
4668,F,38,France
8986,F,39,France
8191,F,37,France
5650,M,35,Germany
6224,M,35,Germany
1483,M,31,Germany
1185,F,23,Italy
887,M,37,France
203,F,33,Germany
2608,F,43,Greece
4404,F,29,Italy
3111,F,30,Italy
1773,F,42,Spain
4569,F,32,Germany
6687,F,42,Spain
7291,M,34,Germany
2202,F,41,Spain
6867,M,36,Germany
5635,F,46,Greece
3357,F,32,Germany
6208,M,30,Italy
7789,F,23,Italy
4609,F,27,Italy
3110,F,36,Germany
2779,F,39,France
2993,M,30,Italy
1036,F,40,UK
5394,M,18,Italy
3241,F,39,France
467,M,34,Germany
2540,M,33,Germany
9016,F,30,Italy
8621,M,43,Greece
9201,M,39,France
8678,F,34,Germany
5417,M,40,UK
1619,F,38,France
1434,F,25,Italy
8094,F,39,France
6223,F,45,Greece
3535,M,43,Greece
7929,F,32,Germany
1490,F,27,Italy
4992,F,44,Greece
1425,M,23,Italy
1860,F,28,Italy
6028,M,37,France
6330,F,30,Italy
8785,F,26,Italy
7569,F,37,France
645,M,33,Germany
867,M,31,Germany
8018,M,32,Germany
9430,F,33,Germany
6006,F,48,Netherlands
7809,F,40,UK
8975,M,37,France
2164,F,40,UK
7064,F,53,Netherlands
1875,M,32,Germany
783,M,41,Spain
9280,F,38,France
4532,F,38,France
2580,F,40,UK
3545,M,39,France
33,M,40,France
751,M,30,Italy
2713,F,36,Germany
3640,F,29,Italy
8680,F,40,UK
2289,M,36,Germany
2702,F,32,Germany
6103,M,38,France
1778,F,33,Germany
6744,M,30,Italy
9132,F,19,Italy
4985,M,46,Greece
4029,M,32,Germany
1616,M,30,Italy
4054,M,29,Italy
5664,M,37,France
2817,F,29,Italy
9490,F,40,UK
2261,M,26,Italy
943,F,28,Italy
8610,F,39,France
9195,F,34,Germany
8484,M,28,Italy
7428,F,32,Germany
7372,F,34,Germany
3002,F,37,France
7619,M,34,Germany
3214,F,42,Spain
4041,M,35,Germany
5873,M,42,Spain
210,M,43,Greece
3339,F,34,Germany
1327,M,30,Italy
6080,F,34,Germany
6046,F,36,Germany
4419,F,25,Italy
2615,F,49,Netherlands
6955,M,29,Italy
6828,M,30,Italy
3458,M,42,Spain
7753,F,41,Spain
3561,F,52,Netherlands
6977,M,35,Germany
3347,M,28,Italy
6169,F,39,France
3555,F,30,Italy
886,F,26,Italy
6560,F,21,Italy
2322,F,26,Italy
5439,F,33,Germany
5362,M,41,Spain
4434,F,27,Italy
1942,F,35,Germany
6335,F,38,France
3437,F,41,Spain
6499,M,32,Germany
3091,F,26,Italy
7788,F,25,Italy
2210,F,27,Italy
1013,M,38,France
6780,M,55,Netherlands
5287,F,30,Italy
4264,M,40,UK
5328,M,39,France
3709,F,36,Germany
726,F,24,Italy
6105,F,38,France
8385,M,33,Germany
1216,F,44,Greece
1824,F,46,Netherlands
6774,M,37,France
6026,F,29,Italy
5139,F,40,France
1869,F,51,Netherlands
5823,M,48,Netherlands
1230,F,52,Netherlands
3817,F,32,Germany
3128,M,45,Greece
2170,M,41,Spain
4798,M,40,UK
258,F,23,Italy
6411,F,39,France
4823,F,44,Greece
5,M,35,Germany
7904,F,21,Italy
7453,F,46,Netherlands
6970,F,26,Italy
4242,M,36,Germany
3776,F,35,Germany
636,F,41,Spain
9431,M,31,Italy
3783,F,33,Germany
6479,M,20,Italy
1947,M,43,Greece
5017,F,36,Germany
2311,F,37,France
8682,F,27,Italy
3121,M,31,Italy
2581,M,32,Germany
5944,F,40,UK
1930,F,29,Italy
6146,M,25,Italy
328,F,36,Germany
6972,F,28,Italy
9198,M,28,Italy
4111,F,36,Germany
7004,M,35,Germany
4458,F,35,Germany
6868,F,33,Germany
7324,F,20,Italy
2578,M,39,France
8414,M,35,Germany
8681,M,31,Italy
221,F,35,Germany
7436,M,39,France
7203,M,39,France
2295,F,26,Italy
6836,F,29,Italy
8622,F,34,Germany
7811,M,18,Italy
2828,M,30,Italy
6510,M,43,Greece
6578,M,42,Spain
1146,F,48,Netherlands
967,F,28,Italy
5966,M,38,France
2271,M,42,Spain
5329,F,31,Germany
3654,F,26,Italy
5306,F,42,Spain
3667,M,22,Italy
2592,M,45,Greece
5854,M,43,Greece
8419,F,42,Spain
4205,F,30,Italy
9288,M,30,Italy
383,F,30,Italy
7639,M,33,Germany
8984,M,43,Greece
6173,M,45,Greece
4638,F,33,Germany
2863,F,45,Greece
2703,M,44,Greece
1654,F,24,Italy
955,F,20,Italy
940,F,28,Italy
643,M,35,Germany
6710,M,37,France
381,M,40,France
6700,F,35,Germany
2574,M,32,Germany
5126,M,23,Italy
8882,M,39,France
9290,F,19,Italy
7448,M,52,Netherlands
3849,M,35,Germany
7933,M,35,Germany
48,M,33,Germany
6820,F,42,Spain
2288,F,30,Italy
6193,M,47,Netherlands
8714,F,38,France
5374,F,30,Italy
408,F,37,France
1981,F,30,Italy
7394,F,31,Germany
2336,M,31,Germany
5307,M,35,Germany
1338,F,31,Italy
3983,F,29,Italy
2521,F,31,Germany
5379,F,42,Spain
3700,F,33,Germany
2901,M,18,Italy
8494,F,27,Italy
7653,F,42,Spain
8205,F,30,Italy
4567,F,33,Germany
6684,F,34,Germany
7454,F,40,France
7273,F,35,Germany
228,M,40,UK
8476,M,35,Germany
7281,M,35,Germany
3517,M,43,Greece
7896,F,41,Spain
6200,F,37,France
7565,M,38,France
6389,F,21,Italy
7982,F,40,France
3429,F,29,Italy
2155,F,24,Italy
8787,F,27,Italy
8562,M,36,Germany
3084,M,33,Germany
279,M,26,Italy
3348,M,30,Italy
6227,F,44,Greece
863,F,42,Spain
9343,M,33,Germany
4399,M,29,Italy
1777,F,28,Italy
5091,F,49,Netherlands
2720,F,39,France
8679,M,33,Germany
8306,M,39,France
1677,M,31,Germany
1605,M,35,Germany
8389,M,43,Greece
2836,F,40,UK
929,M,41,Spain
1045,M,39,France
2841,F,39,France
9267,F,36,Germany
9545,M,48,Netherlands
2544,M,27,Italy
3967,F,57,Netherlands
2912,M,40,France
2432,F,36,France
291,F,46,Greece
4254,M,33,Germany
6850,F,22,Italy
8761,F,32,Germany
8683,F,54,Netherlands
6932,M,34,Germany
5980,F,27,Italy
9063,F,27,Italy
2777,F,27,Italy
3925,F,34,Germany
3974,M,33,Germany
2940,F,41,Spain
2464,F,29,Italy
7751,F,44,Greece
3195,M,34,Germany
4861,F,41,Spain
327,M,43,Greece
1289,F,38,France
5271,F,39,France
5074,M,36,France
7275,M,34,Germany
5112,F,40,France
8684,F,40,France
4229,F,50,Netherlands
6431,F,32,Germany
1064,M,30,Italy
6202,F,50,Netherlands
9325,F,38,France
1149,F,25,Italy
1941,F,28,Italy
8420,M,39,France
8499,F,28,Italy
1806,F,43,Greece
1590,M,32,Germany
3760,M,33,Germany
4573,F,35,Germany
4382,M,37,France
4526,M,25,Italy
534,F,38,France
697,F,27,Italy
4819,F,38,France
1001,M,26,Italy
3847,F,38,France
8318,F,38,France
4889,F,37,France
4489,F,39,France
1186,F,41,Spain
2044,M,45,Greece
2582,F,39,France
7732,M,35,Germany
4564,F,36,Germany
1526,M,36,Germany
7741,M,27,Italy
8535,F,40,UK
5165,F,38,France
3474,F,35,Germany
4160,M,25,Italy
2862,F,38,France
1861,F,44,Greece
5135,F,23,Italy
2616,F,37,France
5573,F,40,UK
8383,F,30,Italy
9256,F,41,Spain
1452,M,43,Greece
8115,M,38,France
1307,M,25,Italy
725,F,40,UK
4608,M,37,France
8526,F,30,Italy
9182,M,38,France
2061,M,26,Italy
9149,M,33,Germany
5504,M,33,Germany
308,M,37,France
9168,F,31,Germany
8359,F,37,France
5141,F,44,Greece
963,M,37,France
7120,F,20,Italy
1804,F,35,Germany
5391,F,37,France
9066,F,33,Germany
7885,F,21,Italy
6100,F,34,Germany
619,F,25,Italy
8097,M,37,France
4235,F,55,Netherlands
6880,M,33,Germany
5500,M,36,Germany
1210,F,34,Germany
7803,M,36,France
8226,M,40,UK
8026,F,41,UK
6010,M,29,Italy
4978,F,51,Netherlands
218,F,38,France
6926,F,34,Germany
4008,M,37,France
1578,F,47,Netherlands
6445,F,32,Germany
1092,F,38,France
10,F,40,UK
7420,F,38,France
5235,F,35,Germany
9265,M,48,Netherlands
9022,M,31,Germany
1071,M,28,Italy
6638,M,50,Netherlands
7895,M,28,Italy
4415,M,30,Italy
3170,M,38,France
5698,F,33,Germany
5979,M,33,Germany
2908,F,33,Germany
8357,F,37,France
7900,F,31,Germany
3252,F,38,France
8289,F,37,France
2502,F,29,Italy
5120,M,47,Netherlands
2337,M,29,Italy
9298,M,32,Germany
2718,F,24,Italy
4856,M,23,Italy
5571,F,27,Italy
1242,M,42,Spain
625,M,34,Germany
8612,F,42,Spain
1889,M,34,Germany
1803,F,18,Italy
649,F,49,Netherlands
2296,M,44,Greece
6789,M,43,Greece
5368,M,44,Greece
7268,F,39,France
3428,M,38,France
5726,F,40,UK
5213,M,33,Germany
4647,F,34,Germany
5639,M,43,Greece
4352,F,30,Italy
4389,F,38,France
9313,F,39,France
5837,F,36,Germany
1514,F,32,Germany
9000,F,36,Germany
1028,M,44,Greece
3142,F,37,France
6802,F,30,Italy
2205,F,34,Germany
9604,F,33,Germany
9517,F,40,UK
5512,F,39,France
7700,F,34,Germany
5197,M,34,Germany
7991,M,48,Netherlands
4025,M,24,Italy
922,M,36,France
2428,F,24,Italy
6474,F,34,Germany
4640,F,34,Germany
6726,F,45,Greece
8292,F,37,France
8134,F,31,Italy
3465,F,36,Germany
5907,M,37,France
4543,F,48,Netherlands
4504,M,33,Germany
4645,F,31,Germany
1511,M,32,Germany
6376,F,33,Germany
5460,F,29,Italy
1785,F,19,Italy
7375,M,25,Italy
9301,F,29,Italy
5762,M,38,France
4392,M,33,Germany
6042,F,30,Italy
5587,M,39,France
1271,M,36,Germany
1530,M,39,France
4018,M,22,Italy
8920,F,26,Italy
8842,F,32,Germany
8003,M,35,Germany
7279,F,51,Netherlands
7492,F,38,France
6348,M,38,France
352,F,39,France
8685,M,42,Spain
753,M,28,Italy
4116,F,38,France
3304,M,43,Greece
3637,M,28,Italy
5232,F,30,Italy
791,F,24,Italy
4297,F,45,Greece
6092,M,36,Germany
1117,M,35,Germany
8903,F,50,Netherlands
1249,F,41,Spain
4258,M,31,Italy
1156,M,35,Germany
5245,F,37,France
7027,F,37,France
8171,F,31,Germany
138,F,32,Germany
8771,M,29,Italy
4796,M,36,France
5067,M,37,France
9193,F,42,Spain
3282,M,45,Greece
102,M,29,Italy
1027,M,46,Netherlands
960,F,45,Greece
5888,M,46,Greece
7678,F,43,Greece
2023,M,28,Italy
9612,F,45,Greece
7111,M,35,Germany
5797,M,36,Germany
5404,F,39,France
8739,M,34,Germany
4441,F,45,Greece
5960,F,26,Italy
6368,F,39,France
3863,F,48,Netherlands
2626,M,18,Italy
2746,F,36,Germany
7127,F,30,Italy
4671,M,34,Germany
8686,F,29,Italy
1109,F,42,Spain
7648,F,34,Germany
2108,F,46,Greece
8032,F,43,Greece
7785,M,35,Germany
5073,F,35,Germany
836,F,32,Germany
3679,F,32,Germany
6812,M,25,Italy
2393,F,62,Netherlands
8810,M,43,Greece
2910,F,23,Italy
4424,F,41,Spain
4301,F,18,Italy
4768,F,54,Netherlands
3309,F,28,Italy
1063,F,38,France
4108,M,45,Greece
690,M,36,Germany
8687,M,35,Germany
6627,F,30,Italy
6405,F,35,Germany
8765,M,40,UK
2458,M,36,Germany
8772,F,18,Italy
5872,M,41,UK
5005,F,31,Germany
3917,M,44,Greece
6823,F,29,Italy
8239,M,44,Greece
1663,F,34,Germany
2824,M,44,Greece
1504,F,28,Italy
1106,F,27,Italy
3043,F,28,Italy
7396,F,31,Italy
7711,F,50,Netherlands
5398,F,23,Italy
1611,M,47,Netherlands
6188,F,34,Germany
8688,F,29,Italy
7121,F,37,France
5053,M,45,Greece
6320,F,42,Spain
4465,F,30,Italy
376,F,39,France
9498,M,44,Greece
6861,F,22,Italy
8693,F,34,Germany
8958,M,41,Spain
3464,M,44,Greece
8821,M,36,Germany
2157,F,46,Greece
7415,F,28,Italy
2137,M,34,Germany
4240,F,38,France
7731,M,38,France
8299,M,30,Italy
5105,F,28,Italy
7158,F,30,Italy
635,F,23,Italy
8374,F,37,France
9528,M,36,Germany
1575,M,37,France
6312,F,38,France
1025,M,41,Spain
5237,F,38,France
7293,F,26,Italy
4854,F,35,Germany
187,F,39,France
2078,F,23,Italy
9035,F,41,Spain
5642,F,30,Italy
9382,M,31,Germany
2964,M,23,Italy
6838,M,34,Germany
5799,F,33,Germany
6798,M,37,France
6801,F,39,France
3750,M,29,Italy
3410,M,29,Italy
2534,F,48,Netherlands
1802,F,34,Germany
1553,M,19,Italy
2195,M,39,France
8479,F,35,Germany
7210,F,24,Italy
242,F,33,Germany
1977,F,38,France
4727,F,39,France
6023,M,41,UK
6628,M,30,Italy
230,F,35,Germany
2561,M,41,Spain
2329,F,46,Greece
3949,M,45,Greece
6531,F,47,Netherlands
9579,M,39,France
452,M,24,Italy
9625,F,34,Germany
3845,F,31,Germany
9414,M,37,France
2300,M,29,Italy
4129,M,51,Netherlands
6643,M,28,Italy
220,M,33,Germany
7216,M,41,Spain
474,M,43,Greece
5313,M,42,Spain
5645,F,48,Netherlands
8690,F,43,Greece
8528,M,36,Germany
5260,F,39,France
1000,M,18,Italy
8968,F,25,Italy
1598,M,34,Germany
6957,M,34,Germany
8957,F,51,Netherlands
9445,F,30,Italy
621,F,38,France
5412,M,33,Germany
2714,M,24,Italy
5445,F,38,France
2793,M,44,Greece
3857,M,36,Germany
2451,M,43,Greece
6452,M,33,Germany
7200,M,32,Germany
3255,M,30,Italy
5617,F,41,Spain
5514,F,23,Italy
8691,F,33,Germany
5876,M,35,Germany
5510,M,28,Italy
2240,F,33,Germany
2564,F,34,Germany
169,M,31,Germany
6873,F,32,Germany
140,M,24,Italy
9052,M,28,Italy
3141,F,27,Italy
5828,F,44,Greece
4411,M,33,Germany
1259,M,36,Germany
2725,M,33,Germany
2019,F,37,France
9482,F,34,Germany
813,F,46,Greece
7110,M,50,Netherlands
8245,F,45,Greece
8692,F,38,France
8689,M,34,Germany
9276,F,44,Greece
1914,F,39,France
2281,F,34,Germany
3405,F,26,Italy
1339,F,36,France
7808,M,36,Germany
7288,M,33,Germany
2035,F,42,Spain
8146,F,28,Italy
7172,M,25,Italy
4756,F,31,Germany
4367,F,36,Germany
6415,F,23,Italy
4797,M,31,Germany
435,M,34,Germany
8694,M,36,France
5896,F,36,Germany
3869,M,36,Germany
2916,F,39,France
4149,M,34,Germany
2413,M,37,France
7713,F,43,Greece
7102,M,45,Greece
5123,M,33,Germany
6487,M,48,Netherlands
3987,F,25,Italy
5936,F,34,Germany
8053,F,29,Italy
8966,F,35,Germany
8773,M,43,Greece
7954,M,35,Germany
8136,F,27,Italy
6604,F,47,Netherlands
1439,F,29,Italy
6273,M,36,Germany
5842,M,31,Germany
1151,F,38,France
4737,M,30,Italy
6478,M,38,France
1782,F,48,Netherlands
3331,M,48,Netherlands
6775,F,35,Germany
6541,M,40,UK
795,F,27,Italy
7670,M,30,Italy
4550,M,23,Italy
3813,F,44,Greece
8224,F,22,Italy
185,M,37,France
2553,M,30,Italy
4809,F,26,Italy
7884,F,42,Spain
3087,F,39,France
1085,F,35,Germany
2542,M,40,UK
6905,M,37,France
7956,F,38,France
6608,F,32,Germany
9493,F,31,Germany
1548,F,44,Greece
2109,M,26,Italy
7148,F,31,Germany
1907,M,41,Spain
7437,F,34,Germany
5822,M,29,Italy
7405,M,37,France
6971,F,37,France
4093,F,38,France
4079,F,18,Italy
9152,F,22,Italy
4772,M,38,France
430,F,29,Italy
3904,M,38,France
3260,F,45,Greece
7531,F,36,Germany
8695,F,45,Greece
8696,M,36,Germany
4401,M,32,Germany
5607,M,18,Italy
1961,F,36,Germany
557,M,43,Greece
3200,F,36,Germany
4780,F,39,France
1003,F,40,UK
752,M,35,Germany
6793,F,33,Germany
4937,F,33,Germany
7615,M,43,Greece
1305,M,28,Italy
5212,F,20,Italy
6922,F,42,Spain
8198,M,30,Italy
3047,M,35,Germany
72,M,42,Spain
4565,F,30,Italy
6956,F,47,Netherlands
8156,F,44,Greece
4827,M,34,Germany
6564,F,22,Italy
4456,F,33,Germany
7836,M,32,Germany
5883,F,42,Spain
7768,F,46,Greece
8201,M,23,Italy
7056,F,32,Germany
4980,M,44,Greece
434,F,28,Italy
1124,M,39,France
6251,M,56,Netherlands
9137,F,37,France
3768,F,33,Germany
1214,F,25,Italy
445,F,39,France
5069,M,34,Germany
891,F,27,Italy
7410,F,29,Italy
536,F,25,Italy
4930,F,46,Greece
2138,F,43,Greece
5997,M,45,Greece
1545,F,31,Germany
5671,F,52,Netherlands
4113,F,39,France
7534,F,45,Greece
338,F,34,Germany
2124,F,44,Greece
3203,M,29,Italy
5943,M,27,Italy
5157,F,35,Germany
8250,M,37,France
6948,F,21,Italy
1254,F,27,Italy
7260,M,43,Greece
1852,M,18,Italy
9514,F,31,Germany
5870,M,35,Germany
5798,M,30,Italy
5976,F,42,Spain
204,F,24,Italy
1348,F,30,Italy
1461,F,29,Italy
8182,F,33,Germany
7107,F,37,France
2045,F,24,Italy
8066,M,36,Germany
1608,F,39,France
4735,M,38,France
2026,M,40,UK
535,F,38,France
4075,M,38,France
8175,F,33,Germany
6395,F,26,Italy
3629,M,39,France
8088,M,27,Italy
5525,M,41,Spain
6528,F,35,Germany
6721,M,32,Germany
4222,M,32,Germany
3806,M,42,Spain
1099,F,36,Germany
3229,M,40,UK
5421,M,24,Italy
2385,M,30,Italy
6573,F,35,Germany
4767,M,25,Italy
7582,F,34,Germany
3020,M,32,Germany
1583,M,25,Italy
4611,F,37,France
8889,M,29,Italy
1192,F,30,Italy
7503,F,44,Greece
6421,M,36,Germany
73,F,42,Spain
4600,F,38,France
7246,F,18,Italy
7802,F,40,UK
6191,F,42,Spain
917,F,34,Germany
7262,F,36,Germany
6637,M,41,Spain
5496,M,34,Germany
5327,F,39,France
9014,F,37,France
4227,M,37,France
8185,M,35,Germany
1424,M,39,France
3712,M,31,Germany
5007,M,46,Greece
4033,M,39,France
1932,M,40,France
3368,F,34,Germany
5144,M,40,UK
8041,M,50,Netherlands
8373,F,36,Germany
2303,F,38,France
5945,M,36,Germany
6463,F,20,Italy
2361,M,27,Italy
2343,F,40,France
256,M,32,Germany
9386,F,26,Italy
2958,F,27,Italy
136,M,43,Greece
2010,F,41,UK
393,M,37,France
6337,M,32,Germany
933,F,38,France
3454,M,34,Germany
5356,M,35,Germany
1427,M,34,Germany
6626,M,35,Germany
1478,F,38,France
4757,F,26,Italy
6048,F,22,Italy
6640,M,37,France
8895,M,21,Italy
6098,M,33,Germany
709,M,29,Italy
6898,F,36,Germany
2963,F,35,Germany
919,M,28,Italy
4835,M,40,UK
6804,F,40,UK
5160,M,45,Greece
9363,F,35,Germany
2920,M,40,UK
141,M,30,Italy
6240,F,46,Greece
7673,M,34,Germany
3067,F,38,France
403,M,29,Italy
2614,F,35,Germany
2683,F,31,Germany
5994,M,31,Germany
3051,M,32,Germany
139,F,42,Spain
224,M,41,Spain
1491,M,36,Germany
5360,M,30,Italy
2501,F,23,Italy
