customer_id,recency,frequency,monetary,cluster
3338,312,6,115,0
3339,290,2,16,0
3340,299,4,180,0
3341,203,2,93,0
3342,340,1,35,0
3343,299,1,10,0
3344,307,10,299,3
3345,332,1,8,0
3346,186,5,225,0
3347,209,9,112,3
3348,324,1,9,0
3349,344,2,113,0
3350,13,6,55,1
3351,262,1,2,0
3352,197,4,172,0
3353,171,1,39,0
3354,330,1,4,0
3355,179,1,23,0
3356,277,3,18,0
3357,255,2,38,0
3358,268,5,100,0
3359,146,10,99,3
3360,85,2,42,1
3361,206,1,13,0
3362,254,2,10,0
3363,74,4,33,1
3364,273,2,7,0
3365,37,7,194,3
3366,292,12,434,3
3367,314,1,1,0
3368,317,1,28,0
3369,97,1,18,1
3370,173,1,4,0
3371,123,10,118,3
3372,124,14,573,3
3373,267,7,456,3
3374,310,1,9,0
3375,316,1,4,0
3376,363,1,5,0
3377,307,2,12,0
3378,109,7,216,3
3379,273,5,79,0
3380,355,1,2,0
3381,115,5,53,1
3382,302,5,38,0
3383,305,4,116,0
3384,333,2,24,0
3385,328,1,116,0
3386,80,1,38,1
3387,59,4,32,1
3388,86,1,7,1
3389,152,10,195,3
3390,263,3,50,0
3391,300,2,12,0
3392,330,1,8,0
3393,94,4,38,1
3394,137,1,212,1
3395,347,2,34,0
3396,129,2,37,1
3397,162,2,54,1
3398,296,1,1,0
3399,221,1,6,0
3400,346,1,2,0
3401,50,2,43,1
3402,257,1,2,0
3403,251,3,62,0
3404,183,2,18,0
3405,320,1,9,0
3406,242,1,8,0
3407,342,1,6,0
3408,309,8,108,0
3409,337,1,12,0
3410,317,2,26,0
3411,297,5,60,0
3412,208,2,38,0
3413,325,2,12,0
3414,179,5,178,1
3415,272,1,15,0
3416,256,4,71,0
3417,208,6,205,0
3418,45,2,22,1
3419,313,4,31,0
3420,236,5,223,0
3421,277,4,234,0
3422,338,1,2,0
3423,278,1,4,0
3424,305,1,29,0
3425,119,1,7,1
3426,215,4,19,0
3427,277,1,20,0
3428,243,5,37,0
3429,324,1,38,0
3430,242,3,40,0
3431,334,1,18,0
3432,130,4,81,1
3433,243,4,322,0
3434,300,2,157,0
3435,227,1,6,0
3436,336,1,13,0
3437,267,4,74,0
3438,212,4,63,0
3439,311,7,206,0
3440,335,1,8,0
3441,259,5,62,0
3442,335,1,1,0
3443,268,1,37,0
3444,121,30,1130,2
3445,252,7,56,0
3446,277,4,125,0
3447,316,3,211,0
3448,302,1,4,0
3449,264,12,198,3
3450,102,1,28,1
3451,349,1,3,0
3452,344,1,9,0
3453,327,2,63,0
3454,130,3,15,1
3455,260,1,48,0
3456,282,7,158,0
3457,121,6,952,3
3458,221,9,113,3
3459,355,1,24,0
3460,311,1,3,0
3461,292,3,92,0
3462,324,4,131,0
3463,107,9,160,3
3464,252,4,29,0
3465,306,2,31,0
3466,310,1,3,0
3467,311,2,72,0
3468,283,2,104,0
3469,231,2,20,0
3470,312,11,256,3
3471,288,2,60,0
3472,277,3,15,0
3473,294,1,14,0
3474,311,3,42,0
3475,347,1,120,0
3476,255,7,151,0
3477,308,3,147,0
3478,312,3,190,0
3479,78,2,17,1
3480,45,4,108,1
3481,263,9,282,3
3482,316,3,108,0
3483,303,2,5,0
3484,272,2,242,0
3485,285,1,23,0
3486,300,3,25,0
3487,272,6,241,0
3488,177,2,42,0
3489,275,7,327,3
3490,310,3,55,0
3491,178,5,41,0
3492,88,8,135,3
3493,284,1,20,0
3494,362,1,3,0
3495,334,2,53,0
3496,270,2,26,0
3497,267,4,31,0
3498,358,1,27,0
3499,281,5,166,0
3500,278,7,227,0
3501,344,1,43,0
3502,313,2,28,0
3503,271,6,344,3
3504,251,2,11,0
3505,267,7,122,0
3506,258,3,63,0
3507,170,3,33,1
3508,265,1,46,0
3509,241,3,92,0
3510,164,4,48,1
3511,256,4,560,3
3512,295,7,110,0
3513,216,3,43,0
3514,288,2,28,0
3515,267,3,77,0
3516,159,5,44,1
3517,296,3,24,0
3518,346,1,3,0
3519,311,1,21,0
3520,295,7,146,0
3521,268,1,14,0
3522,290,1,16,0
3523,282,1,13,0
3524,303,7,199,0
3525,103,1,6,1
3526,199,1,14,0
3527,245,1,156,0
3528,345,1,87,0
3529,281,3,18,0
3530,236,7,476,3
3531,306,3,23,0
3532,242,4,22,0
3533,299,3,59,0
3534,306,1,11,0
3535,268,2,36,0
3536,272,4,116,0
3537,331,1,20,0
3538,86,5,181,1
3539,296,4,220,0
3540,353,1,80,0
3541,242,3,38,0
3542,120,1,10,1
3543,320,4,79,0
3544,345,1,8,0
3545,233,3,11,0
3546,305,5,60,0
3547,260,2,5,0
3548,99,1,8,1
3549,227,10,86,3
3550,277,7,208,0
3551,272,16,210,3
3552,264,6,123,0
3553,311,2,10,0
3554,226,1,36,0
3555,326,1,6,0
3556,231,1,8,0
3557,304,2,10,0
3558,292,2,8,0
3559,348,1,7,0
3560,338,1,22,0
3561,121,4,93,1
3562,317,2,64,0
3563,300,3,26,0
3564,51,1,6,1
3565,252,3,13,0
3566,262,1,18,0
3567,312,2,69,0
3568,290,5,42,0
3569,16,2,38,1
3570,289,1,13,0
3571,244,2,26,0
3572,285,3,77,0
3573,55,5,61,1
3574,352,1,85,0
3575,271,1,25,0
3576,293,2,54,0
3577,303,1,16,0
3578,196,1,9,0
3579,330,2,39,0
3580,234,1,3,0
3581,351,3,79,0
3582,272,1,16,0
3583,32,1,8,1
3584,84,5,100,1
3585,182,2,47,0
3586,304,3,62,0
3587,360,1,11,0
3588,294,5,214,0
3589,279,2,15,0
3590,261,5,57,0
3591,84,4,77,1
3592,247,2,38,0
3593,335,1,5,0
3594,318,4,19,0
3595,221,5,61,0
3596,361,1,19,0
3597,252,1,4,0
3598,286,6,36,0
3599,326,2,359,0
3600,309,3,66,0
3601,310,4,30,0
3602,318,2,69,0
3603,309,1,1,0
3604,222,3,6,0
3605,266,1,5,0
3606,282,3,78,0
3607,290,5,358,0
3608,124,3,61,1
3609,196,1,6,0
3610,364,1,11,0
3611,293,4,86,0
3612,296,1,20,0
3613,305,4,49,0
3614,288,1,4,0
3615,262,3,74,0
3616,151,1,46,1
3617,242,2,34,0
3618,94,2,12,1
3619,174,1,61,0
3620,75,2,45,1
3621,139,8,261,3
3622,333,1,16,0
3623,293,3,14,0
3624,304,2,32,0
3625,185,2,25,0
3626,257,5,113,0
3627,117,1,3,1
3628,78,1,7,1
3629,318,1,17,0
3630,201,1,45,0
3631,351,1,34,0
3632,264,1,10,0
3633,235,3,21,0
3634,102,5,64,1
3635,336,3,25,0
3636,289,4,40,0
3637,264,2,18,0
3638,108,1,2,1
3639,195,2,25,0
3640,327,1,8,0
3641,237,2,12,0
3642,261,1,12,0
3643,261,1,4,0
3644,254,4,255,0
3645,363,1,18,0
3646,292,1,26,0
3647,204,1,20,0
3648,149,7,248,3
3649,321,5,20,0
3650,2,1,6,1
3651,248,1,8,0
3652,24,7,169,3
3653,340,2,14,0
3654,315,2,28,0
3655,100,3,34,1
3656,249,2,70,0
3657,299,9,179,0
3658,248,2,18,0
3659,149,1,10,1
3660,308,2,103,0
3661,345,2,38,0
3662,135,11,140,3
3663,344,2,10,0
3664,117,2,23,1
3665,117,8,74,1
3666,257,7,89,0
3667,231,4,23,0
3668,110,1,2,1
3669,345,1,10,0
3670,277,1,3,0
3671,326,4,15,0
3672,313,6,76,0
3673,293,7,443,3
3674,312,3,471,0
3675,297,4,189,0
3676,299,11,611,3
3677,247,2,9,0
3678,293,1,5,0
3679,319,3,35,0
3680,260,4,27,0
3681,216,7,216,3
3682,296,3,81,0
3683,300,2,31,0
3684,244,2,50,0
3685,290,4,99,0
3686,299,15,382,3
3687,164,12,214,3
3688,286,2,35,0
3689,312,4,182,0
3690,348,1,4,0
3691,274,6,101,0
3692,267,3,32,0
3693,146,1,11,1
3694,34,2,9,1
3695,363,1,9,0
3696,345,2,17,0
3697,152,5,406,3
3698,271,3,10,0
3699,240,8,92,0
3700,275,5,74,0
3701,125,1,18,1
3702,330,1,18,0
3703,149,8,68,1
3704,256,7,73,0
3705,340,1,12,0
3706,39,1,4,1
3707,232,13,129,3
3708,351,2,66,0
3709,240,5,117,0
3710,230,1,48,0
3711,290,5,259,0
3712,317,1,21,0
3713,297,2,13,0
3714,361,1,2,0
3715,315,8,318,3
3716,216,2,13,0
3717,220,4,39,0
3718,123,1,54,1
3719,302,10,395,3
3720,268,4,100,0
3721,160,3,21,1
3722,358,1,14,0
3723,291,4,291,0
3724,351,2,36,0
3725,298,13,219,3
3726,285,2,62,0
3727,310,5,93,0
3728,120,23,386,3
3729,305,3,59,0
3730,305,5,100,0
3731,311,4,178,0
3732,248,8,137,0
3733,349,1,5,0
3734,298,6,387,3
3735,291,5,136,0
3736,310,3,133,0
3737,236,3,62,0
3738,254,3,41,0
3739,95,1,2,1
3740,319,2,24,0
3741,299,2,14,0
3742,209,3,37,0
3743,125,11,244,3
3744,268,6,232,0
3745,256,2,11,0
3746,285,10,100,0
3747,313,2,32,0
3748,297,1,5,0
3749,227,10,460,3
3750,307,3,6,0
3751,212,13,467,3
3752,355,1,14,0
3753,192,4,49,0
3754,289,5,349,0
3755,310,1,20,0
3756,195,2,37,0
3757,302,1,9,0
3758,235,6,121,0
3759,178,6,462,3
3760,294,4,49,0
3761,131,6,154,1
3762,321,2,58,0
3763,279,1,18,0
3764,288,4,85,0
3765,156,1,14,1
3766,299,1,5,0
3767,300,9,378,3
3768,316,2,29,0
3769,200,1,5,0
3770,297,7,261,0
3771,214,3,401,3
3772,108,1,7,1
3773,295,10,195,3
3774,293,10,562,3
3775,220,1,7,0
3776,290,3,82,0
3777,301,1,15,0
3778,290,6,412,3
3779,288,1,30,0
3780,303,3,59,0
3781,256,6,117,0
3782,271,8,195,0
3783,102,5,224,1
3784,311,2,154,0
3785,244,6,263,0
3786,351,1,9,0
3787,114,6,148,1
3788,99,7,93,1
3789,352,1,6,0
3790,310,2,14,0
3791,324,2,37,0
3792,284,3,40,0
3793,333,1,2,0
3794,276,1,6,0
3795,309,3,39,0
3796,272,5,535,3
3797,249,3,38,0
3798,220,5,20,0
3799,298,5,62,0
3800,177,1,50,0
3801,292,8,56,0
3802,309,5,74,0
3803,300,9,555,3
3804,316,1,89,0
3805,303,1,11,0
3806,317,1,8,0
3807,309,1,3,0
3808,308,2,42,0
3809,342,1,39,0
3810,304,1,6,0
3811,257,1,7,0
3812,300,1,8,0
3813,165,2,21,1
3814,310,1,14,0
3815,44,1,23,1
3816,353,1,25,0
3817,326,1,8,0
3818,228,1,25,0
3819,128,1,11,1
3820,10,1,57,1
3821,254,2,26,0
3822,137,5,82,1
3823,289,8,257,3
3824,305,3,69,0
3825,193,3,72,0
3826,289,3,99,0
3827,275,3,81,0
3828,296,3,46,0
3829,290,6,163,0
3830,170,1,8,0
3831,55,1,7,1
3832,297,5,107,0
3833,262,1,5,0
3834,112,6,1324,2
3835,303,1,17,0
3836,139,1,27,1
3837,304,3,24,0
3838,334,1,44,0
3839,167,1,225,1
3840,4,3,91,1
3841,275,3,290,0
3842,274,8,114,0
3843,302,1,27,0
3844,292,2,62,0
3845,142,3,14,1
3846,283,3,50,0
3847,323,1,25,0
3848,341,2,14,0
3849,324,1,6,0
3850,299,6,163,0
3851,309,1,4,0
3852,191,1,15,0
3853,354,1,9,0
3854,268,6,429,3
3855,262,11,188,3
3856,257,3,507,3
3857,78,4,43,1
3858,278,1,22,0
3859,232,9,51,0
3860,312,2,28,0
3861,261,2,35,0
3862,272,2,6,0
3863,322,1,5,0
3864,300,1,6,0
3865,289,1,9,0
3866,270,3,50,0
3867,240,2,23,0
3868,103,2,77,1
3869,319,1,8,0
3870,337,1,4,0
3871,296,8,94,0
3872,233,2,22,0
3873,353,1,4,0
3874,219,6,97,0
3875,348,1,27,0
3876,220,4,68,0
3877,249,1,7,0
3878,358,1,5,0
3879,345,1,14,0
3880,258,4,34,0
3881,358,1,9,0
3882,131,2,12,1
3883,237,7,106,0
3884,230,1,13,0
3885,309,4,28,0
3886,102,1,9,1
3887,146,1,3,1
3888,272,1,53,0
3889,234,1,14,0
3890,303,2,30,0
3891,289,1,12,0
3892,348,2,40,0
3893,232,1,22,0
3894,284,4,142,0
3895,138,1,10,1
3896,343,1,8,0
3897,262,1,6,0
3898,230,1,11,0
3899,308,1,8,0
3900,233,6,147,0
3901,104,1,24,1
3902,107,1,11,1
3903,208,2,31,0
3904,319,1,10,0
3905,284,1,34,0
3906,186,1,5,0
3907,283,1,14,0
3908,247,2,23,0
3909,338,1,30,0
3910,347,1,7,0
3911,316,1,14,0
3912,327,1,4,0
3913,363,1,5,0
3914,181,1,7,0
3915,291,1,24,0
3916,259,2,19,0
3917,321,1,5,0
3918,48,2,25,1
3919,137,1,18,1
3920,263,2,26,0
3921,361,1,3,0
3922,208,1,78,0
3923,228,1,19,0
3924,207,1,5,0
3925,303,2,13,0
3926,338,1,10,0
3927,358,1,7,0
3928,272,11,242,3
3929,287,1,9,0
3930,216,1,19,0
3931,103,2,35,1
3932,307,3,71,0
3933,336,2,50,0
3934,156,6,141,1
3935,341,2,89,0
3936,276,2,11,0
3937,326,2,21,0
3938,290,2,8,0
3939,306,1,4,0
3940,273,2,17,0
3941,265,9,255,3
3942,308,4,50,0
3943,241,1,4,0
3944,285,1,20,0
3945,293,15,424,3
3946,292,4,64,0
3947,297,1,10,0
3948,332,1,7,0
3949,198,10,115,3
3950,336,1,10,0
3951,274,1,12,0
3952,199,2,32,0
3953,298,3,53,0
3954,288,1,3,0
3955,332,3,48,0
3956,275,1,4,0
3957,248,4,127,0
3958,239,2,8,0
3959,252,1,5,0
3960,303,1,8,0
3961,218,2,19,0
3962,301,1,11,0
3963,287,1,9,0
3964,313,1,2,0
3965,350,1,36,0
3966,314,1,19,0
3967,324,1,30,0
3968,289,1,36,0
3969,120,4,69,1
3970,233,3,29,0
3971,332,1,10,0
3972,190,1,6,0
3973,305,1,6,0
3974,324,1,40,0
3975,284,4,67,0
3976,228,1,20,0
3977,55,1,9,1
3978,142,4,177,1
3979,287,2,33,0
3980,211,1,14,0
3981,194,2,5,0
3982,177,1,4,0
3983,324,1,3,0
3984,207,1,4,0
3985,285,2,25,0
3986,313,1,40,0
3987,319,1,53,0
3988,89,1,12,1
3989,362,1,35,0
3990,360,1,10,0
3991,336,2,17,0
3992,364,1,25,0
3993,336,1,34,0
3994,271,6,127,0
3995,219,1,6,0
3996,241,2,60,0
3997,272,6,103,0
3998,260,1,9,0
3999,299,7,75,0
4000,284,1,32,0
4001,345,1,36,0
4002,101,2,20,1
4003,292,4,22,0
4004,310,3,130,0
4005,210,2,15,0
4006,119,7,359,3
4007,361,1,13,0
4008,309,2,63,0
4009,292,3,74,0
4010,358,1,9,0
4011,307,1,4,0
4012,263,1,8,0
4013,330,1,1,0
4014,334,1,28,0
4015,282,1,4,0
4016,333,1,6,0
4017,13,2,36,1
4018,311,2,38,0
4019,266,1,7,0
4020,337,1,2,0
4021,288,1,22,0
4022,330,4,131,0
4023,186,1,14,0
4024,319,5,211,0
4025,322,1,19,0
4026,320,6,364,0
4027,200,3,56,0
4028,90,1,3,1
4029,326,1,2,0
4030,184,1,8,0
4031,316,1,14,0
4032,267,2,103,0
4033,205,2,72,0
4034,253,1,7,0
4035,282,1,2,0
4036,138,1,42,1
4037,258,1,9,0
4038,336,2,76,0
4039,334,1,53,0
4040,310,3,115,0
4041,300,2,176,0
4042,151,18,183,3
4043,272,1,12,0
4044,315,2,13,0
4045,182,2,85,0
4046,258,5,25,0
4047,234,4,53,0
4048,286,1,210,0
4049,310,1,7,0
4050,347,1,41,0
4051,305,2,35,0
4052,340,1,20,0
4053,291,1,3,0
4054,326,1,11,0
4055,299,1,3,0
4056,162,4,59,1
4057,171,1,40,0
4058,292,2,33,0
4059,212,6,151,0
4060,256,2,61,0
4061,171,1,11,0
4062,228,1,64,0
4063,340,1,18,0
4064,330,1,12,0
4065,293,1,5,0
4066,284,1,14,0
4067,253,1,8,0
4068,240,3,29,0
4069,357,1,19,0
4070,265,1,2,0
4071,281,2,28,0
4072,160,3,171,1
4073,357,2,45,0
4074,288,1,9,0
4075,318,1,16,0
4076,228,1,4,0
4077,180,1,31,0
4078,310,2,49,0
4079,319,1,10,0
4080,310,1,21,0
4081,287,1,4,0
4082,345,1,19,0
4083,28,1,9,1
4084,159,5,130,1
4085,343,2,23,0
4086,241,1,10,0
4087,349,1,17,0
4088,341,1,8,0
4089,190,1,20,0
4090,355,1,9,0
4091,356,1,23,0
4092,286,2,75,0
4093,319,1,8,0
4094,316,1,101,0
4095,339,1,1,0
4096,359,1,15,0
4097,340,1,87,0
4098,238,1,24,0
4099,127,2,13,1
4100,98,1,10,1
4101,188,1,22,0
4102,246,1,7,0
4103,143,1,20,1
4104,146,1,8,1
4105,329,1,17,0
4106,355,1,8,0
4107,300,1,6,0
4108,322,1,13,0
4109,41,3,36,1
4110,200,1,13,0
4111,325,1,11,0
4112,186,1,8,0
4113,76,7,70,1
4114,286,1,16,0
4115,142,1,22,1
4116,228,2,48,0
4117,124,1,4,1
4118,290,1,18,0
4119,312,1,15,0
4120,284,1,15,0
4121,291,1,21,0
4122,364,1,234,0
4123,269,1,2,0
4124,307,5,39,0
4125,316,1,3,0
4126,293,5,133,0
4127,300,2,55,0
4128,261,1,2,0
4129,320,1,6,0
4130,306,1,82,0
4131,360,1,1,0
4132,276,1,12,0
4133,313,1,14,0
4134,307,1,13,0
4135,312,1,6,0
4136,260,2,20,0
4137,337,1,5,0
4138,26,2,27,1
4139,285,1,20,0
4140,173,2,9,0
4141,331,1,14,0
4142,345,1,7,0
4143,350,1,18,0
4144,310,1,66,0
4145,339,2,38,0
4146,298,4,194,0
4147,305,4,31,0
4148,338,1,27,0
4149,319,1,6,0
4150,264,1,3,0
4151,140,1,22,1
4152,290,1,5,0
4153,311,2,113,0
4154,304,1,42,0
4155,360,1,19,0
4156,308,1,25,0
4157,318,3,281,0
4158,290,5,88,0
4159,337,1,6,0
4160,323,1,11,0
4161,41,1,8,1
4162,278,2,20,0
4163,49,1,13,1
4164,308,1,4,0
4165,104,1,25,1
4166,334,1,48,0
4167,355,1,20,0
4168,205,1,31,0
4169,18,1,69,1
4170,211,2,13,0
4171,271,1,6,0
4172,311,1,5,0
4173,205,1,16,0
4174,233,1,6,0
4175,241,1,81,0
4176,359,1,18,0
4177,299,1,10,0
4178,278,1,10,0
4179,211,1,37,0
4180,333,1,260,0
4181,34,1,23,1
4182,271,7,89,0
4183,248,1,30,0
4184,111,1,5,1
4185,274,6,96,0
4186,207,2,18,0
4187,243,2,13,0
4188,121,2,89,1
4189,177,1,7,0
4190,227,1,5,0
4191,119,1,78,1
4192,134,2,52,1
4193,159,1,20,1
4194,270,1,48,0
4195,44,2,18,1
4196,15,1,35,1
4197,160,1,19,1
4198,274,1,12,0
4199,311,2,16,0
4200,359,1,8,0
4201,66,3,41,1
4202,161,1,16,1
4203,129,1,6,1
4204,285,1,7,0
4205,242,2,9,0
4206,359,1,20,0
4207,254,1,18,0
4208,283,1,113,0
4209,277,4,18,0
4210,256,1,21,0
4211,337,1,16,0
4212,302,2,10,0
4213,304,2,20,0
4214,361,1,30,0
4215,268,1,6,0
4216,305,1,37,0
4217,255,2,56,0
4218,101,3,32,1
4219,299,1,5,0
4220,316,1,15,0
4221,129,3,54,1
4222,256,4,41,0
4223,270,10,180,3
4224,231,6,105,0
4225,334,1,4,0
4226,60,4,29,1
4227,276,2,40,0
4228,347,1,7,0
4229,265,3,25,0
4230,282,3,433,0
4231,293,1,27,0
4232,139,1,5,1
4233,310,2,82,0
4234,318,2,21,0
4235,323,1,26,0
4236,153,2,26,1
4237,97,5,51,1
4238,348,1,111,0
4239,291,1,6,0
4240,297,2,10,0
4241,243,1,26,0
4242,326,1,5,0
4243,358,1,36,0
4244,316,1,4,0
4245,351,2,39,0
4246,268,5,208,0
4247,263,3,34,0
4248,323,2,40,0
4249,178,1,67,0
4250,292,2,20,0
4251,276,2,133,0
4252,340,1,2,0
4253,181,1,7,0
4254,290,3,26,0
4255,72,1,35,1
4256,314,4,33,0
4257,311,1,3,0
4258,288,2,17,0
4259,307,2,20,0
4260,253,1,11,0
4261,274,2,15,0
4262,285,1,22,0
4263,275,1,5,0
4264,263,2,17,0
4265,220,1,24,0
4266,331,1,27,0
4267,162,1,6,1
4268,174,3,80,1
4269,308,1,8,0
4270,331,2,21,0
4271,256,1,10,0
4272,219,2,36,0
4273,294,1,11,0
4274,337,1,4,0
4275,345,1,4,0
4276,316,1,6,0
4277,170,1,19,0
4278,329,1,11,0
4279,264,1,5,0
4280,283,2,15,0
4281,269,1,10,0
4282,318,2,14,0
4283,135,1,3,1
4284,310,1,2,0
4285,315,1,8,0
4286,221,1,11,0
4287,271,1,65,0
4288,274,1,19,0
4289,260,4,49,0
4290,272,1,11,0
4291,268,1,7,0
4292,334,1,21,0
4293,321,3,18,0
4294,307,2,20,0
4295,285,1,2,0
4296,271,1,12,0
4297,322,1,4,0
4298,25,3,25,1
4299,284,3,22,0
4300,227,1,7,0
4301,322,1,51,0
4302,299,1,43,0
4303,297,1,15,0
4304,219,1,8,0
4305,353,1,3,0
4306,214,1,22,0
4307,312,2,7,0
4308,188,3,112,0
4309,313,3,108,0
4310,307,1,19,0
4311,129,1,14,1
4312,249,2,18,0
4313,319,3,14,0
4314,234,1,5,0
4315,156,1,7,1
4316,300,5,257,0
4317,343,2,15,0
4318,245,1,6,0
4319,311,1,20,0
4320,230,1,7,0
4321,112,2,9,1
4322,276,2,66,0
4323,305,3,30,0
4324,246,1,9,0
4325,329,1,40,0
4326,299,2,26,0
4327,310,1,12,0
4328,296,3,14,0
4329,286,1,31,0
4330,327,2,23,0
4331,315,1,20,0
4332,351,3,14,0
4333,275,1,2,0
4334,264,4,102,0
4335,345,1,8,0
4336,114,2,26,1
4337,165,3,53,1
4338,303,2,71,0
4339,316,1,21,0
4340,343,2,5,0
4341,303,2,16,0
4342,271,8,226,3
4343,273,1,31,0
4344,302,1,35,0
4345,265,1,9,0
4346,258,2,84,0
4347,263,1,8,0
4348,270,1,20,0
4349,318,2,32,0
4350,277,1,7,0
4351,335,1,9,0
4352,323,1,13,0
4353,245,2,7,0
4354,275,1,21,0
4355,339,1,9,0
4356,288,1,4,0
4357,269,1,11,0
4358,313,1,5,0
4359,284,1,7,0
4360,127,1,6,1
4361,300,2,7,0
4362,361,1,32,0
4363,336,2,67,0
4364,285,1,7,0
4365,328,2,10,0
4366,336,1,20,0
4367,319,1,32,0
4368,345,1,0,0
4369,73,3,47,1
4370,360,1,8,0
4371,338,1,4,0
4372,362,1,31,0
4373,360,1,11,0
4374,330,2,18,0
4375,163,2,24,1
4376,240,3,34,0
4377,340,1,14,0
4378,299,1,10,0
4379,288,1,17,0
4380,284,1,2,0
4381,257,2,20,0
4382,323,1,1,0
4383,225,1,25,0
4384,62,1,21,1
4385,274,2,17,0
4386,299,4,54,0
4387,191,2,16,0
4388,305,1,75,0
4389,323,1,12,0
4390,68,1,5,1
4391,300,3,27,0
4392,322,1,8,0
4393,306,2,65,0
4394,260,1,4,0
4395,354,1,6,0
4396,267,1,29,0
4397,295,3,100,0
4398,288,1,10,0
4399,324,1,193,0
4400,38,2,3,1
4401,274,6,40,0
4402,272,2,24,0
4403,215,1,9,0
4404,179,6,163,1
4405,356,1,3,0
4406,168,1,7,1
4407,213,1,8,0
4408,297,1,9,0
4409,312,2,76,0
4410,355,1,4,0
4411,306,2,60,0
4412,324,2,7,0
4413,329,1,10,0
4414,364,1,20,0
4415,96,6,65,1
4416,253,1,11,0
4417,241,2,30,0
4418,65,1,11,1
4419,100,3,39,1
4420,260,2,15,0
4421,363,1,12,0
4422,359,1,11,0
4423,349,1,4,0
4424,304,3,171,0
4425,307,1,14,0
4426,240,6,109,0
4427,298,4,393,0
4428,174,1,4,0
4429,353,1,33,0
4430,359,1,8,0
4431,284,3,313,0
4432,321,3,34,0
4433,345,1,21,0
4434,326,1,11,0
4435,352,1,16,0
4436,252,3,29,0
4437,286,1,4,0
4438,293,1,121,0
4439,315,1,7,0
4440,333,1,6,0
4441,322,1,13,0
4442,354,1,3,0
4443,6,1,10,1
4444,231,1,13,0
4445,306,1,8,0
4446,307,1,22,0
4447,305,3,18,0
4448,353,1,16,0
4449,239,2,6,0
4450,277,10,146,3
4451,271,1,2,0
4452,218,2,25,0
4453,272,4,75,0
4454,224,1,24,0
4455,158,3,115,1
4456,9,5,36,1
4457,267,2,24,0
4458,307,2,36,0
4459,360,2,42,0
4460,283,1,8,0
4461,304,3,34,0
4462,284,1,9,0
4463,311,3,38,0
4464,331,1,14,0
4465,321,1,5,0
4466,321,9,178,0
4467,271,1,30,0
4468,240,1,6,0
4469,308,1,4,0
4470,274,2,41,0
4471,258,2,10,0
4472,343,1,11,0
4473,135,1,39,1
4474,10,1,37,1
4475,304,1,4,0
4476,237,1,14,0
4477,309,1,20,0
4478,170,3,34,1
4479,152,2,20,1
4480,289,6,231,0
4481,275,7,102,0
4482,310,1,8,0
4483,235,1,10,0
4484,353,1,12,0
4485,241,1,8,0
4486,304,1,39,0
4487,228,1,37,0
4488,345,1,17,0
4489,323,1,2,0
4490,128,2,17,1
4491,147,3,13,1
4492,328,1,5,0
4493,239,2,50,0
4494,307,2,31,0
4495,148,3,39,1
4496,38,2,33,1
4497,257,3,266,0
4498,142,1,15,1
4499,141,1,12,1
4500,349,1,11,0
4501,303,1,16,0
4502,215,2,34,0
4503,119,1,6,1
4504,322,1,12,0
4505,309,1,11,0
4506,292,4,228,0
4507,254,1,9,0
4508,306,2,10,0
4509,32,1,0,1
4510,271,1,11,0
4511,327,2,13,0
4512,290,2,37,0
4513,120,2,60,1
4514,117,1,1,1
4515,239,1,14,0
4516,221,1,4,0
4517,257,2,40,0
4518,318,2,167,0
4519,34,1,32,1
4520,232,2,14,0
4521,179,1,10,0
4522,130,1,4,1
4523,233,8,87,0
4524,279,2,26,0
4525,181,5,27,0
4526,323,1,10,0
4527,61,1,16,1
4528,346,1,25,0
4529,264,1,3,0
4530,364,1,4,0
4531,349,1,5,0
4532,327,1,20,0
4533,300,1,4,0
4534,47,2,23,1
4535,100,2,17,1
4536,36,1,46,1
4537,226,2,36,0
4538,278,1,134,0
4539,310,1,11,0
4540,301,3,67,0
4541,336,1,10,0
4542,122,3,675,3
4543,322,1,8,0
4544,287,1,22,0
4545,251,8,181,0
4546,300,1,5,0
4547,299,4,43,0
4548,301,2,11,0
4549,96,1,11,1
4550,319,1,22,0
4551,183,1,66,0
4552,338,1,10,0
4553,256,3,23,0
4554,334,1,17,0
4555,251,1,1,0
4556,316,1,4,0
4557,233,1,14,0
4558,269,7,69,0
4559,13,1,2,1
4560,232,1,16,0
4561,174,1,11,0
4562,234,2,15,0
4563,329,1,10,0
4564,323,1,1,0
4565,318,1,18,0
4566,20,2,35,1
4567,324,1,35,0
4568,81,1,13,1
4569,327,1,4,0
4570,312,1,96,0
4571,234,2,18,0
4572,327,2,150,0
4573,323,1,11,0
4574,348,3,10,0
4575,252,1,7,0
4576,330,2,58,0
4577,286,3,331,0
4578,338,1,8,0
4579,334,1,7,0
4580,212,1,7,0
4581,239,6,67,0
4582,331,1,6,0
4583,275,1,1,0
4584,309,2,43,0
4585,253,2,5,0
4586,284,3,34,0
4587,271,3,450,0
4588,310,1,2,0
4589,309,2,38,0
4590,179,2,21,0
4591,349,1,15,0
4592,229,1,67,0
4593,276,1,9,0
4594,338,1,7,0
4595,331,2,24,0
4596,338,1,6,0
4597,312,1,4,0
4598,266,2,43,0
4599,256,1,4,0
4600,317,1,14,0
4601,234,1,6,0
4602,100,1,17,1
4603,303,2,22,0
4604,264,9,268,3
4605,356,1,9,0
4606,275,3,72,0
4607,157,1,17,1
