customer_id,recency,frequency,monetary,unique_sku_purchased,day_of_week,monthly_spending_mean,monthly_spending_std,spending_trend,cluster
4747,351,1,5.6899999999999995,2,4,5.6899999999999995,0.0,0.0,1
4748,317,2,7.540000000000001,2,0,3.7700000000000005,1.131370849898476,1.6,2
4749,353,1,6.21,1,2,6.21,0.0,0.0,2
4750,289,1,34.56,2,3,34.56,0.0,0.0,1
4751,211,2,37.99,6,4,18.995,1.590990257669732,2.25,1
4752,314,1,8.46,1,6,8.46,0.0,0.0,1
4753,57,1,44.92,1,4,44.92,0.0,0.0,1
4754,297,1,13.02,1,2,13.02,0.0,0.0,2
4755,250,1,12.26,2,0,12.26,0.0,0.0,2
4756,319,1,18.4,4,1,18.4,0.0,0.0,2
4757,317,1,13.05,2,3,13.05,0.0,0.0,1
4758,251,1,2.19,1,6,2.19,0.0,0.0,1
4759,266,1,22.91,1,5,22.91,0.0,0.0,1
4760,186,1,42.589999999999996,2,1,42.589999999999996,0.0,0.0,2
4761,224,1,5.18,1,5,5.18,0.0,0.0,1
4762,278,5,49.67,7,6,24.834999999999997,28.941880553965387,40.92999999999999,1
4763,331,2,13.370000000000001,2,3,6.6850000000000005,2.46780266634105,3.4899999999999993,1
4764,137,3,42.76,7,1,21.38,12.6572113832392,17.9,2
4765,342,1,5.25,1,6,5.25,0.0,0.0,1
4766,261,3,29.759999999999998,6,4,9.92,7.297280315295556,2.2649999999999997,1
4767,271,2,23.92,4,0,11.959999999999999,9.404520189781081,13.3,2
4768,322,1,11.46,2,5,11.46,0.0,0.0,1
4769,195,3,35.03,4,6,17.515,14.248201640908935,20.150000000000002,1
4770,301,3,44.37,6,5,22.185,11.136931803688123,-15.75,1
4771,270,1,14.42,2,1,14.42,0.0,0.0,2
4772,214,2,91.02000000000001,3,1,45.510000000000005,5.939696961967001,-8.399999999999999,2
4773,356,1,17.07,1,6,17.07,0.0,0.0,1
4774,344,1,14.0,1,4,14.0,0.0,0.0,1
4775,290,3,25.28,4,6,8.426666666666668,5.439212565558854,-3.7249999999999996,1
4776,364,1,5.38,1,5,5.38,0.0,0.0,1
4777,257,1,18.28,2,0,18.28,0.0,0.0,2
4778,217,1,8.87,1,5,8.87,0.0,0.0,1
4779,92,4,32.63,5,4,8.1575,2.950710366448504,-1.3830000000000005,1
4780,318,1,11.809999999999999,2,2,11.809999999999999,0.0,0.0,2
4781,351,2,70.38,5,0,70.38,0.0,0.0,2
4782,329,1,24.439999999999998,3,5,24.439999999999998,0.0,0.0,1
4783,364,1,17.799999999999997,2,5,17.799999999999997,0.0,0.0,1
4784,325,4,98.94999999999999,8,2,49.474999999999994,48.13275859536829,68.07,2
4785,246,1,4.38,1,4,4.38,0.0,0.0,1
4786,255,4,30.700000000000003,7,1,15.350000000000001,6.1942554031941555,8.76,2
4787,347,1,6.99,1,1,6.99,0.0,0.0,2
4788,276,1,4.3,1,2,4.3,0.0,0.0,2
4789,295,6,270.39,12,1,90.13000000000001,66.82413037219415,-50.53999999999999,0
4790,260,2,14.6,3,2,7.3,7.410479066835018,-10.48,2
4791,272,3,10.719999999999999,3,6,5.359999999999999,5.161879502661797,7.3,1
4792,307,1,9.93,1,6,9.93,0.0,0.0,1
4793,241,6,44.71,8,2,8.942,5.288097011213013,2.6730000000000005,2
4794,251,4,21.66,4,5,10.83,3.464823227814082,4.899999999999999,1
4795,182,1,7.43,1,5,7.43,0.0,0.0,1
4796,322,2,8.75,2,5,8.75,0.0,0.0,1
4797,319,1,12.219999999999999,2,1,12.219999999999999,0.0,0.0,2
4798,318,3,97.97,6,1,97.97,0.0,0.0,2
4799,294,3,109.97,10,5,54.985,9.779286783809951,13.829999999999998,1
4800,351,1,66.36,4,4,66.36,0.0,0.0,1
4801,107,1,11.56,1,3,11.56,0.0,0.0,1
4802,264,5,282.45,8,1,94.14999999999999,51.917918872004115,48.885,2
4803,364,1,11.940000000000001,2,5,11.940000000000001,0.0,0.0,1
4804,171,1,5.62,1,2,5.62,0.0,0.0,2
4805,320,2,36.82,6,0,18.41,20.633375875023457,29.18,2
4806,358,1,9.42,1,4,9.42,0.0,0.0,1
4807,305,2,26.85,2,1,13.425,10.684383463728734,-15.11,2
4808,304,1,59.91,3,2,59.91,0.0,0.0,2
4809,319,1,4.44,1,1,4.44,0.0,0.0,2
4810,150,1,3.48,1,2,3.48,0.0,0.0,2
4811,317,2,30.660000000000004,3,4,15.330000000000002,7.452905473706212,-10.540000000000001,1
4812,186,2,39.010000000000005,4,5,19.505000000000003,19.480791821689387,-27.55,1
4813,270,4,59.64,5,3,14.91,8.880213961386293,-5.94,1
4814,350,1,12.0,3,5,12.0,0.0,0.0,1
4815,312,2,123.81,8,1,61.905,11.716759364261089,-16.569999999999993,2
4816,256,1,4.83,1,1,4.83,0.0,0.0,2
4817,364,1,20.75,1,5,20.75,0.0,0.0,1
4818,174,1,16.95,3,6,16.95,0.0,0.0,1
4819,284,3,44.93,5,1,22.465,10.274261530640537,-14.530000000000001,2
4820,270,1,20.52,2,1,20.52,0.0,0.0,2
4821,173,1,6.75,1,0,6.75,0.0,0.0,2
4822,334,1,6.0,1,0,6.0,0.0,0.0,2
4823,326,1,4.88,1,1,4.88,0.0,0.0,2
4824,307,1,17.46,1,6,17.46,0.0,0.0,1
4825,337,1,20.62,2,4,20.62,0.0,0.0,1
4826,254,1,36.41,1,3,36.41,0.0,0.0,1
4827,283,4,40.980000000000004,6,2,20.490000000000002,7.297341981845169,-10.319999999999997,2
4828,351,1,8.62,1,4,8.62,0.0,0.0,1
4829,304,2,74.63,4,2,37.315,43.197153262686186,61.09,2
4830,179,1,17.01,1,1,17.01,0.0,0.0,2
4831,10,1,6.539999999999999,2,2,6.539999999999999,0.0,0.0,2
4832,296,1,22.97,3,3,22.97,0.0,0.0,1
4833,292,1,1.75,1,0,1.75,0.0,0.0,2
4834,290,5,186.03,7,1,62.01000000000001,22.458688741776538,17.895000000000003,2
4835,317,1,3.93,1,3,3.93,0.0,0.0,1
4836,215,1,17.310000000000002,2,0,17.310000000000002,0.0,0.0,2
4837,172,1,25.71,2,1,25.71,0.0,0.0,2
4838,359,1,11.18,1,3,11.18,0.0,0.0,1
4839,364,1,10.09,2,5,10.09,0.0,0.0,1
4840,195,3,102.4,9,1,34.13333333333333,3.6504291985098596,-2.1850000000000023,2
4841,306,2,35.11,2,0,17.555,16.92106527379408,23.93,2
4842,333,1,89.9,8,1,89.9,0.0,0.0,2
4843,152,1,10.83,1,0,10.83,0.0,0.0,2
4844,284,2,29.52,2,1,14.76,6.406387437550119,9.059999999999999,2
4845,172,4,107.52000000000001,8,6,53.75999999999999,36.373572824236,51.43999999999999,1
4846,245,2,10.5,3,5,5.25,2.8001428534987283,-3.9600000000000004,1
4847,229,2,39.44,4,0,19.72,17.776664479029805,25.14,2
4848,259,1,5.25,1,5,5.25,0.0,0.0,1
4849,134,3,88.72,7,4,29.573333333333334,35.83560845490604,32.49999999999999,1
4850,127,1,11.87,1,4,11.87,0.0,0.0,1
4851,70,1,23.92,1,5,23.92,0.0,0.0,1
4852,342,1,15.239999999999998,2,6,15.239999999999998,0.0,0.0,1
4853,360,1,16.21,2,2,16.21,0.0,0.0,2
4854,321,1,6.81,1,6,6.81,0.0,0.0,1
4855,304,1,11.6,1,2,11.6,0.0,0.0,2
4856,257,2,32.46,7,4,16.23,15.528064914856584,-21.96,1
4857,350,1,5.62,1,5,5.62,0.0,0.0,1
4858,242,2,28.810000000000002,5,1,14.405000000000001,5.777062402294095,8.170000000000002,2
4859,71,1,19.05,2,4,19.05,0.0,0.0,1
4860,269,2,22.589999999999996,4,0,11.295,5.847773080412748,-8.27,2
4861,251,2,13.78,2,3,6.89,0.7636753236814714,-1.08,1
4862,125,1,25.37,4,6,25.37,0.0,0.0,1
4863,298,2,18.33,3,1,18.33,0.0,0.0,2
4864,322,5,56.54,6,5,28.27,11.59655121145938,-16.4,1
4865,175,1,16.98,3,5,16.98,0.0,0.0,1
4866,351,1,7.02,1,4,7.02,0.0,0.0,1
4867,237,1,10.86,1,6,10.86,0.0,0.0,1
4868,331,1,6.75,1,3,6.75,0.0,0.0,1
4869,165,3,19.13,3,1,6.376666666666666,2.828539081104119,1.685,2
4870,67,1,7.0,1,1,7.0,0.0,0.0,2
4871,349,1,2.11,1,6,2.11,0.0,0.0,1
4872,146,1,3.88,1,6,3.88,0.0,0.0,1
4873,275,1,18.25,1,3,18.25,0.0,0.0,1
4874,304,1,4.91,1,2,4.91,0.0,0.0,2
4875,84,1,24.01,4,5,24.01,0.0,0.0,1
4876,342,1,6.78,2,6,6.78,0.0,0.0,1
4877,322,4,45.02,5,3,22.51,13.364318164425748,-18.9,1
4878,318,2,39.75,7,2,39.75,0.0,0.0,2
4879,250,2,15.98,2,0,7.99,3.0971277015970777,4.38,2
4880,136,1,7.23,1,2,7.23,0.0,0.0,2
4881,299,5,105.4,15,0,35.13333333333333,26.307759945182205,26.284999999999997,2
4882,281,2,31.14,5,6,15.57,3.493107499061545,-4.9399999999999995,1
4883,268,2,17.71,3,0,8.855,0.2050609665440982,0.28999999999999915,2
4884,321,2,8.55,2,5,4.275,3.061772362537751,4.33,1
4885,150,1,37.410000000000004,2,2,37.410000000000004,0.0,0.0,2
4886,313,4,39.79,6,4,19.895,22.535493116415267,31.869999999999997,1
4887,306,6,330.53,24,1,110.17666666666666,91.29365165953948,-13.924999999999997,0
4888,306,3,40.13,4,0,13.376666666666667,4.946214040388197,0.3550000000000013,2
4889,111,5,108.6,11,6,21.72,10.19116774466989,1.2030000000000003,1
4890,171,1,32.85,2,2,32.85,0.0,0.0,2
4891,212,2,22.59,2,2,22.59,0.0,0.0,2
4892,212,1,7.77,1,3,7.77,0.0,0.0,1
4893,290,1,2.13,1,2,2.13,0.0,0.0,2
4894,278,1,11.91,1,0,11.91,0.0,0.0,2
4895,347,2,16.23,2,1,16.23,0.0,0.0,2
4896,96,1,2.13,1,0,2.13,0.0,0.0,2
4897,276,4,328.9,12,2,164.45,182.34869673238688,257.88,0
4898,337,1,8.18,1,4,8.18,0.0,0.0,1
4899,256,1,8.38,1,1,8.38,0.0,0.0,2
4900,284,1,4.38,1,1,4.38,0.0,0.0,2
4901,231,2,56.709999999999994,10,6,28.354999999999997,5.480077554195743,-7.75,1
4902,305,3,133.23,8,0,44.410000000000004,31.25218712346385,-29.099999999999998,2
4903,289,3,46.019999999999996,9,2,23.009999999999998,6.1235447250755,-8.66,2
4904,357,1,29.39,3,5,29.39,0.0,0.0,1
4905,309,5,103.07000000000001,12,4,51.535000000000004,7.898382745853738,11.170000000000002,1
4906,292,3,55.01,8,6,27.505,17.18976585064497,24.309999999999995,1
4907,244,5,49.61,6,6,16.536666666666665,18.180784728205033,15.73,1
4908,218,6,113.37,8,1,28.3425,27.036088690242657,-13.355,2
4909,257,10,185.35,19,0,46.3375,35.72845492974286,3.5149999999999983,2
4910,343,2,58.54,5,4,58.54,0.0,0.0,1
4911,302,1,13.99,3,4,13.99,0.0,0.0,1
4912,83,1,6.18,1,6,6.18,0.0,0.0,1
4913,359,1,9.4,1,3,9.4,0.0,0.0,1
4914,350,1,17.21,3,5,17.21,0.0,0.0,1
4915,270,2,51.65,3,1,25.825,24.854803358707144,35.15,2
4916,221,1,5.19,1,1,5.19,0.0,0.0,2
4917,288,1,4.02,1,4,4.02,0.0,0.0,1
4918,345,1,6.19,2,3,6.19,0.0,0.0,1
4919,47,17,314.93,36,0,34.992222222222225,28.911459569597042,-2.7773333333333334,0
4920,311,1,24.86,5,2,24.86,0.0,0.0,2
4921,364,1,3.75,1,5,3.75,0.0,0.0,1
4922,310,2,79.72,7,3,39.86,14.028998538741105,-19.840000000000003,1
4923,352,1,13.88,5,3,13.88,0.0,0.0,1
4924,168,1,6.93,1,5,6.93,0.0,0.0,1
4925,309,4,132.20999999999998,11,0,132.20999999999998,0.0,0.0,2
4926,274,4,160.28,10,2,53.42666666666667,46.74240187809494,-31.859999999999992,2
4927,257,1,4.16,1,0,4.16,0.0,0.0,2
4928,41,1,18.49,3,6,18.49,0.0,0.0,1
4929,219,1,11.3,2,3,11.3,0.0,0.0,1
4930,318,1,9.87,1,2,9.87,0.0,0.0,2
4931,356,1,4.57,1,6,4.57,0.0,0.0,1
4932,146,1,104.35,6,6,104.35,0.0,0.0,1
4933,302,1,6.07,1,4,6.07,0.0,0.0,1
4934,328,1,23.560000000000002,2,6,23.560000000000002,0.0,0.0,1
4935,278,1,14.25,1,0,14.25,0.0,0.0,2
4936,187,1,3.42,1,0,3.42,0.0,0.0,2
4937,318,1,3.82,1,2,3.82,0.0,0.0,2
4938,358,1,8.83,2,4,8.83,0.0,0.0,1
4939,302,1,1.42,1,4,1.42,0.0,0.0,1
4940,301,1,6.75,1,5,6.75,0.0,0.0,1
4941,311,1,5.38,1,2,5.38,0.0,0.0,2
4942,234,3,51.15,6,2,17.05,11.476066399250225,-10.405,2
4943,348,1,13.5,1,0,13.5,0.0,0.0,2
4944,236,1,9.81,1,0,9.81,0.0,0.0,2
4945,245,1,2.06,1,5,2.06,0.0,0.0,1
4946,316,1,10.98,2,4,10.98,0.0,0.0,1
4947,289,1,16.5,2,3,16.5,0.0,0.0,1
4948,301,8,193.42000000000002,12,6,64.47333333333334,56.34989470561,-20.615000000000002,1
4949,300,1,16.21,3,6,16.21,0.0,0.0,1
4950,294,1,13.68,2,5,13.68,0.0,0.0,1
4951,338,1,9.06,1,3,9.06,0.0,0.0,1
4952,344,2,7.22,2,3,7.22,0.0,0.0,1
4953,86,5,39.51,5,3,9.8775,3.2182435685738064,-2.3270000000000004,1
4954,246,3,154.58,8,2,154.58,0.0,0.0,2
4955,300,2,11.11,2,3,5.555,0.2474873734152923,0.35000000000000053,1
4956,299,3,72.76,8,0,36.38,25.41341771584452,-35.94,2
4957,315,2,14.39,4,3,14.39,0.0,0.0,1
4958,101,1,12.7,2,2,12.7,0.0,0.0,2
4959,275,2,74.71,7,3,37.355000000000004,9.00146932450475,-12.729999999999997,1
4960,313,2,14.370000000000001,3,6,14.370000000000001,0.0,0.0,1
4961,262,4,304.99,10,2,76.2475,105.71455950656309,71.411,0
4962,183,1,4.3,1,4,4.3,0.0,0.0,1
4963,262,2,15.91,2,2,15.91,0.0,0.0,2
4964,302,1,19.02,1,4,19.02,0.0,0.0,1
4965,121,1,5.779999999999999,2,3,5.779999999999999,0.0,0.0,1
4966,129,1,10.0,1,2,10.0,0.0,0.0,2
4967,114,3,74.3,4,3,37.150000000000006,38.84844655838892,54.940000000000005,1
4968,330,1,194.43,1,4,194.43,0.0,0.0,1
4969,353,1,6.75,1,2,6.75,0.0,0.0,2
4970,297,1,3.41,1,2,3.41,0.0,0.0,2
4971,324,5,35.39,7,3,17.695,2.7789296500631315,-3.9299999999999997,1
4972,135,1,18.69,1,3,18.69,0.0,0.0,1
4973,315,1,2.04,1,5,2.04,0.0,0.0,1
4974,309,1,23.56,2,4,23.56,0.0,0.0,1
4975,260,4,19.18,3,4,9.59,4.8931789258109095,6.920000000000001,1
4976,253,1,234.61,2,4,234.61,0.0,0.0,1
4977,295,1,10.15,1,4,10.15,0.0,0.0,1
4978,323,1,16.5,3,4,16.5,0.0,0.0,1
4979,170,1,13.58,1,3,13.58,0.0,0.0,1
4980,290,3,50.26,9,2,25.13,26.48822002324807,-37.459999999999994,2
4981,340,2,18.27,4,1,18.27,0.0,0.0,2
4982,95,1,8.38,1,1,8.38,0.0,0.0,2
4983,124,1,83.32,2,0,83.32,0.0,0.0,2
4984,259,1,22.38,1,5,22.38,0.0,0.0,1
4985,326,1,12.43,2,1,12.43,0.0,0.0,2
4986,212,1,17.23,1,3,17.23,0.0,0.0,1
4987,330,1,8.43,1,4,8.43,0.0,0.0,1
4988,291,2,167.98,7,2,83.99,9.800499987245537,13.859999999999985,2
4989,324,2,26.19,3,3,13.095,2.3122391744800104,3.2699999999999996,1
4990,78,4,78.96000000000001,7,4,19.740000000000002,17.314741310994705,-8.876,1
4991,329,1,38.66,2,5,38.66,0.0,0.0,1
4992,288,3,104.74000000000001,7,0,52.370000000000005,53.90982099766239,76.24000000000001,2
4993,272,2,11.879999999999999,2,6,5.9399999999999995,0.791959594928933,-1.12,1
4994,237,6,102.76,11,6,34.25333333333334,24.80585481964557,9.880000000000003,1
4995,237,5,210.92,9,6,70.30666666666666,38.327437082765314,-33.22,1
4996,141,1,3.68,1,4,3.68,0.0,0.0,1
4997,194,1,27.49,1,0,27.49,0.0,0.0,2
4998,136,3,106.62,7,2,35.54,25.19939880235241,16.875,2
4999,331,1,94.65,8,3,94.65,0.0,0.0,1
5000,289,1,22.88,1,3,22.88,0.0,0.0,1
5001,15,1,6.81,1,4,6.81,0.0,0.0,1
5002,295,1,239.08999999999997,3,4,239.08999999999997,0.0,0.0,1
5003,297,1,6.93,1,2,6.93,0.0,0.0,2
5004,165,4,131.59,4,4,43.86333333333334,58.63669954331786,47.2,1
5005,321,1,6.62,1,6,6.62,0.0,0.0,1
5006,302,1,3.34,1,4,3.34,0.0,0.0,1
5007,317,1,6.0,1,3,6.0,0.0,0.0,1
5008,267,2,21.03,4,2,10.515,3.952726906832799,5.589999999999998,2
5009,314,1,9.309999999999999,2,6,9.309999999999999,0.0,0.0,1
5010,364,1,10.77,1,5,10.77,0.0,0.0,1
5011,278,3,17.19,1,0,8.595,4.051721856198918,5.73,2
5012,361,1,8.17,2,1,8.17,0.0,0.0,2
5013,331,2,56.099999999999994,4,3,28.049999999999997,24.352757544064694,34.44,1
5014,330,1,11.32,1,4,11.32,0.0,0.0,1
5015,306,1,13.5,2,0,13.5,0.0,0.0,2
5016,327,2,40.129999999999995,5,1,20.064999999999998,16.539227611953347,-23.39,2
5017,325,1,54.61,3,2,54.61,0.0,0.0,2
5018,312,1,7.77,1,1,7.77,0.0,0.0,2
5019,232,1,39.75,3,4,39.75,0.0,0.0,1
5020,360,1,6.75,1,2,6.75,0.0,0.0,2
5021,153,5,61.120000000000005,6,1,15.28,11.780025466865512,0.030000000000000072,2
5022,208,2,83.51,4,0,41.755,47.02967201671728,66.51,2
5023,221,1,5.52,1,1,5.52,0.0,0.0,2
5024,350,2,26.48,4,3,26.48,0.0,0.0,1
5025,74,1,21.9,2,1,21.9,0.0,0.0,2
5026,336,4,46.5,8,1,46.5,0.0,0.0,2
5027,274,1,19.73,1,4,19.73,0.0,0.0,1
5028,277,2,32.97,4,0,32.97,0.0,0.0,2
5029,303,2,37.760000000000005,6,3,18.880000000000003,11.045007922133872,15.620000000000001,1
5030,309,1,8.12,1,4,8.12,0.0,0.0,1
5031,239,1,8.87,1,4,8.87,0.0,0.0,1
5032,255,2,41.33,3,2,41.33,0.0,0.0,2
5033,357,1,6.0,1,5,6.0,0.0,0.0,1
5034,284,7,186.37,11,4,62.123333333333335,63.03127186828244,57.395,1
5035,350,1,20.49,1,5,20.49,0.0,0.0,1
5036,342,1,18.130000000000003,2,6,18.130000000000003,0.0,0.0,1
5037,147,2,39.849999999999994,4,0,19.924999999999997,1.3505739520663071,1.9100000000000001,2
5038,332,2,636.36,13,2,318.17999999999995,413.303913603537,584.5,0
5039,155,1,8.32,1,4,8.32,0.0,0.0,1
5040,285,1,9.21,2,0,9.21,0.0,0.0,2
5041,261,1,24.77,4,3,24.77,0.0,0.0,1
5042,175,1,34.77,1,5,34.77,0.0,0.0,1
5043,296,3,84.82,6,4,42.41,5.1053109601668725,7.219999999999999,1
5044,95,3,34.11,4,6,11.37,6.7197544597998515,-1.7550000000000003,1
5045,269,2,22.32,4,1,11.16,10.097484835343899,-14.280000000000001,2
5046,241,1,7.67,2,2,7.67,0.0,0.0,2
5047,332,1,13.45,3,2,13.45,0.0,0.0,2
5048,185,1,12.74,2,2,12.74,0.0,0.0,2
5049,308,2,25.439999999999998,2,5,25.439999999999998,0.0,0.0,1
5050,334,1,36.870000000000005,5,0,36.870000000000005,0.0,0.0,2
5051,304,3,16.98,2,1,5.66,0.588897274573418,-0.5099999999999998,2
5052,339,2,37.69,7,4,37.69,0.0,0.0,1
5053,321,1,6.75,1,6,6.75,0.0,0.0,1
5054,263,4,76.49,9,1,19.122500000000002,6.53968080260803,-4.725,2
5055,171,5,40.45,7,2,10.1125,3.228801377188342,2.149,2
5056,254,1,8.56,1,3,8.56,0.0,0.0,1
5057,160,6,207.25,8,6,51.8125,30.040081419108486,-17.779000000000003,1
5058,337,3,50.36,5,4,50.36,0.0,0.0,1
5059,284,5,192.92000000000002,10,4,96.46000000000001,34.15325753131025,48.30000000000001,1
5060,257,4,152.26,5,0,76.13,52.085485502201095,-73.66000000000001,2
5061,348,1,79.05,6,0,79.05,0.0,0.0,2
5062,304,1,2.4,1,2,2.4,0.0,0.0,2
5063,291,1,3.76,1,1,3.76,0.0,0.0,2
5064,309,1,110.99,5,4,110.99,0.0,0.0,1
5065,104,1,54.48,1,6,54.48,0.0,0.0,1
5066,90,2,48.35,2,6,48.35,0.0,0.0,1
5067,322,1,32.55,5,5,32.55,0.0,0.0,1
5068,310,1,157.05,11,3,157.05,0.0,0.0,1
5069,318,1,30.79,4,2,30.79,0.0,0.0,2
5070,268,1,18.06,1,3,18.06,0.0,0.0,1
5071,284,10,221.31,21,0,73.77,39.2123564708881,33.015,0
5072,221,3,48.68,3,1,24.34,21.12835062185404,29.880000000000003,2
5073,319,3,28.049999999999997,5,1,28.049999999999997,0.0,0.0,2
5074,324,1,27.08,1,3,27.08,0.0,0.0,1
5075,208,2,29.450000000000003,5,0,14.725000000000001,6.328605691619602,8.950000000000003,2
5076,335,1,7.23,1,6,7.23,0.0,0.0,1
5077,353,1,33.12,1,2,33.12,0.0,0.0,2
5078,244,1,5.52,1,6,5.52,0.0,0.0,1
5079,359,1,18.32,1,3,18.32,0.0,0.0,1
5080,363,1,7.43,1,6,7.43,0.0,0.0,1
5081,290,1,14.2,2,2,14.2,0.0,0.0,2
5082,104,1,42.57,4,6,42.57,0.0,0.0,1
5083,296,5,194.13,11,3,64.71000000000001,53.10255455248834,10.825000000000003,1
5084,221,3,15.61,1,1,5.203333333333333,1.8042265194075087,-0.004999999999999893,2
5085,292,1,5.18,1,0,5.18,0.0,0.0,2
5086,303,1,14.34,1,3,14.34,0.0,0.0,1
5087,260,1,2.43,1,4,2.43,0.0,0.0,1
5088,283,1,6.0,1,2,6.0,0.0,0.0,2
5089,288,1,27.12,1,4,27.12,0.0,0.0,1
5090,317,4,263.62,16,0,131.81,16.80085712099236,23.75999999999999,2
5091,284,3,80.24000000000001,7,3,40.120000000000005,52.72188160526898,-74.56,1
5092,332,1,1.36,1,2,1.36,0.0,0.0,2
5093,275,3,23.33,4,1,7.776666666666667,5.251250644687734,-2.2600000000000002,2
5094,360,1,6.75,1,2,6.75,0.0,0.0,2
5095,151,1,5.18,1,1,5.18,0.0,0.0,2
5096,82,1,5.73,1,0,5.73,0.0,0.0,2
5097,323,4,80.60000000000001,11,4,40.300000000000004,43.78405189107103,61.92,1
5098,253,1,40.08,5,4,40.08,0.0,0.0,1
5099,274,2,21.939999999999998,2,4,10.969999999999999,1.3717871555019012,-1.9399999999999995,1
5100,309,1,60.79,4,4,60.79,0.0,0.0,1
5101,275,1,10.0,1,3,10.0,0.0,0.0,1
5102,272,2,51.18000000000001,5,2,25.59,28.001428534987284,-39.6,2
5103,299,1,75.33,5,0,75.33,0.0,0.0,2
5104,243,6,324.43,16,4,81.1075,32.90508711937006,18.384999999999998,0
5105,321,1,34.11,2,6,34.11,0.0,0.0,1
5106,298,2,13.870000000000001,3,1,6.9350000000000005,0.7141778489984132,1.0100000000000007,2
5107,289,1,5.52,1,3,5.52,0.0,0.0,1
5108,262,1,3.12,1,2,3.12,0.0,0.0,2
5109,281,6,72.82000000000001,6,4,24.27333333333333,9.538156705220008,9.535,1
5110,86,1,10.62,1,3,10.62,0.0,0.0,1
5111,347,1,5.0,1,1,5.0,0.0,0.0,2
5112,324,1,14.25,2,3,14.25,0.0,0.0,1
5113,144,1,8.69,1,1,8.69,0.0,0.0,2
5114,246,1,9.4,1,4,9.4,0.0,0.0,1
5115,346,2,9.920000000000002,2,2,9.920000000000002,0.0,0.0,2
5116,138,3,8.86,3,0,4.430000000000001,3.478965363437814,4.920000000000001,2
5117,247,2,59.68000000000001,2,3,29.840000000000003,12.020815280171309,17.000000000000004,1
5118,282,2,35.5,4,3,17.75,11.200571413994913,-15.840000000000002,1
5119,313,1,185.07999999999998,8,0,185.07999999999998,0.0,0.0,2
5120,284,2,28.880000000000003,3,1,14.440000000000001,1.3293607486307106,-1.8800000000000008,2
5121,101,1,3.42,1,2,3.42,0.0,0.0,2
5122,265,5,75.29,10,3,25.096666666666664,18.314598912707137,-10.72,1
5123,260,3,43.54,6,4,21.77,6.816509370638318,-9.64,1
5124,312,4,337.48,15,0,168.73999999999998,35.75131885679185,-50.56,0
5125,302,1,27.9,4,4,27.9,0.0,0.0,1
5126,86,2,12.379999999999999,4,3,6.1899999999999995,2.870853531617382,-4.059999999999999,1
5127,209,5,147.06,14,2,49.02,35.61228439738176,-27.039999999999996,2
5128,307,1,12.52,2,6,12.52,0.0,0.0,1
5129,117,1,7.15,1,0,7.15,0.0,0.0,2
5130,277,1,3.75,1,1,3.75,0.0,0.0,2
5131,294,1,7.02,1,5,7.02,0.0,0.0,1
5132,153,1,7.74,2,6,7.74,0.0,0.0,1
5133,260,1,18.25,1,4,18.25,0.0,0.0,1
5134,278,2,15.14,1,0,15.14,0.0,0.0,2
5135,323,1,7.63,1,4,7.63,0.0,0.0,1
5136,123,1,22.310000000000002,3,1,22.310000000000002,0.0,0.0,2
5137,327,3,86.14,7,1,43.07,47.98426617131911,-67.86,2
5138,271,1,2.86,1,0,2.86,0.0,0.0,2
5139,297,2,25.3,4,1,12.65,8.34386001800126,-11.8,2
5140,95,1,5.9399999999999995,2,1,5.9399999999999995,0.0,0.0,2
5141,323,1,31.95,2,4,31.95,0.0,0.0,1
5142,283,1,25.71,4,2,25.71,0.0,0.0,2
5143,261,1,11.69,1,3,11.69,0.0,0.0,1
5144,317,1,27.3,2,3,27.3,0.0,0.0,1
5145,172,1,19.68,1,1,19.68,0.0,0.0,2
5146,94,1,88.07,3,2,88.07,0.0,0.0,2
5147,315,1,46.13,6,5,46.13,0.0,0.0,1
5148,310,1,6.06,1,3,6.06,0.0,0.0,1
5149,291,2,33.42,5,6,16.71,1.8526197667087545,-2.619999999999999,1
5150,278,2,72.23,8,0,36.114999999999995,37.13017708010561,52.51,2
5151,337,1,36.08,1,4,36.08,0.0,0.0,1
5152,266,2,4.71,2,5,2.355,0.40305086527633227,-0.5700000000000003,1
5153,315,1,13.629999999999999,2,5,13.629999999999999,0.0,0.0,1
5154,266,2,31.35,2,0,15.675,11.66019082176617,-16.490000000000002,2
5155,291,2,85.98,5,1,42.989999999999995,44.986133419088155,63.62,2
5156,164,1,5.79,1,2,5.79,0.0,0.0,2
5157,318,1,5.59,1,2,5.59,0.0,0.0,2
5158,294,1,17.65,2,5,17.65,0.0,0.0,1
5159,285,4,656.49,17,1,328.245,24.586102781856244,-34.76999999999998,0
5160,292,2,112.32,2,0,56.16,51.23695736477723,72.46000000000001,2
5161,270,1,37.1,3,1,37.1,0.0,0.0,2
5162,278,1,28.92,1,0,28.92,0.0,0.0,2
5163,262,2,24.35,3,2,12.175,9.793428919433685,13.850000000000001,2
5164,299,6,72.16,7,0,24.05333333333333,24.41041239580629,5.01,2
5165,288,4,179.41000000000003,10,2,89.705,69.7985103709241,98.71000000000001,2
5166,348,1,13.44,1,0,13.44,0.0,0.0,2
5167,289,2,101.6,1,3,50.8,0.0,0.0,1
5168,265,1,75.59,4,6,75.59,0.0,0.0,1
5169,264,6,102.07,10,2,34.02333333333333,30.65144422916045,-9.13,2
