customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
7090,282,2,11.38,1,3,2,132
7091,261,2,29.439999999999998,2,3,3,233
7092,331,1,33.89,1,1,3,113
7093,34,1,5.18,4,1,1,411
7094,213,1,4.43,2,1,1,211
7095,286,3,75.78999999999999,1,3,4,134
7096,364,1,6.4,1,1,1,111
7097,332,1,47.53,1,1,3,113
7098,301,1,1.82,1,1,1,111
7099,330,1,10.23,1,1,2,112
7100,244,2,12.3,2,3,2,232
7101,271,4,18.439999999999998,2,4,2,242
7102,284,2,42.2,1,3,3,133
7103,111,1,63.14,3,1,4,314
7104,359,1,2.06,1,1,1,111
7105,311,1,13.61,1,1,2,112
7106,348,1,8.18,1,1,1,111
7107,123,2,38.05,3,3,3,333
7108,331,2,43.7,1,3,3,133
7109,171,3,41.980000000000004,2,3,3,233
7110,320,1,6.27,1,1,1,111
7111,272,4,47.11,2,4,3,243
7112,139,2,15.41,3,3,2,332
7113,205,2,94.0,2,3,4,234
7114,273,1,8.12,1,1,1,111
7115,78,1,14.81,3,1,2,312
7116,305,1,19.44,1,1,2,112
7117,231,1,3.85,2,1,1,211
7118,184,1,21.03,2,1,2,212
7119,289,1,1.38,1,1,1,111
7120,277,2,24.8,1,3,3,133
7121,297,2,28.56,1,3,3,133
7122,256,1,21.88,2,1,2,212
7123,298,2,30.560000000000002,1,3,3,133
7124,262,1,24.92,2,1,3,213
7125,40,2,66.31,4,3,4,434
7126,343,2,34.16,1,3,3,133
7127,269,3,42.79,2,3,3,233
7128,264,1,2.15,2,1,1,211
7129,304,2,9.870000000000001,1,3,1,131
7130,362,1,4.4,1,1,1,111
7131,192,6,36.27,2,4,3,243
7132,237,10,38.95,2,4,3,243
7133,266,4,56.53,2,4,3,243
7134,276,2,29.24,1,3,3,133
7135,278,5,52.95,1,4,3,143
7136,270,1,13.11,2,1,2,212
7137,322,3,13.61,1,3,2,132
7138,291,1,40.089999999999996,1,1,3,113
7139,82,1,1.05,3,1,1,311
7140,237,2,11.110000000000001,2,3,2,232
7141,364,1,2.43,1,1,1,111
7142,136,2,203.46,3,3,4,334
7143,303,3,124.54,1,3,4,134
7144,251,1,3.42,2,1,1,211
7145,138,1,15.99,3,1,2,312
7146,135,1,7.1,3,1,1,311
7147,184,1,5.05,2,1,1,211
7148,265,5,39.92,2,4,3,243
7149,182,3,33.67,2,3,3,233
7150,268,1,11.729999999999999,2,1,2,212
7151,245,2,20.55,2,3,2,232
7152,357,1,2.92,1,1,1,111
7153,346,1,19.0,1,1,2,112
7154,168,1,6.75,2,1,1,211
7155,102,1,8.69,3,1,1,311
7156,249,3,41.06,2,3,3,233
7157,154,1,22.05,2,1,2,212
7158,321,1,17.2,1,1,2,112
7159,49,2,11.66,3,3,2,332
7160,248,1,2.1,2,1,1,211
7161,224,1,37.44,2,1,3,213
7162,334,1,10.32,1,1,2,112
7163,268,5,98.81,2,4,4,244
7164,210,1,3.88,2,1,1,211
7165,289,1,32.510000000000005,1,1,3,113
7166,123,5,201.95,3,4,4,344
7167,297,2,84.6,1,3,4,134
7168,346,1,20.06,1,1,2,112
7169,158,1,65.03,2,1,4,214
7170,246,1,3.41,2,1,1,211
7171,304,1,25.92,1,1,3,113
7172,319,1,7.86,1,1,1,111
7173,311,2,34.19,1,3,3,133
7174,131,4,81.58,3,4,4,344
7175,275,1,14.13,1,1,2,112
7176,232,1,9.01,2,1,1,211
7177,309,2,54.79,1,3,3,133
7178,223,1,29.66,2,1,3,213
7179,43,3,67.96000000000001,4,3,4,434
7180,259,1,10.75,2,1,2,212
7181,268,1,4.88,2,1,1,211
7182,350,1,5.73,1,1,1,111
7183,137,2,16.57,3,3,2,332
7184,255,2,16.31,2,3,2,232
7185,235,1,9.38,2,1,1,211
7186,340,1,25.32,1,1,3,113
7187,127,1,14.780000000000001,3,1,2,312
7188,350,1,17.29,1,1,2,112
7189,340,3,16.47,1,3,2,132
7190,45,1,12.46,4,1,2,412
7191,199,2,22.880000000000003,2,3,2,232
7192,351,1,9.27,1,1,1,111
7193,138,2,8.57,3,3,1,331
7194,215,1,9.38,2,1,1,211
7195,304,1,11.370000000000001,1,1,2,112
7196,108,2,23.1,3,3,2,332
7197,241,1,66.5,2,1,4,214
7198,100,1,15.75,3,1,2,312
7199,345,2,93.95,1,3,4,134
7200,320,1,34.4,1,1,3,113
7201,195,5,32.18,2,4,3,243
7202,332,1,13.5,1,1,2,112
7203,287,3,46.05,1,3,3,133
7204,103,3,32.65,3,3,3,333
7205,309,1,27.44,1,1,3,113
7206,282,1,4.02,1,1,1,111
7207,52,1,11.02,3,1,2,312
7208,114,1,18.15,3,1,2,312
7209,233,1,27.939999999999998,2,1,3,213
7210,177,2,30.310000000000002,2,3,3,233
7211,324,2,47.53,1,3,3,133
7212,346,1,9.94,1,1,1,111
7213,349,1,2.31,1,1,1,111
7214,24,1,20.36,4,1,2,412
7215,354,1,9.75,1,1,1,111
7216,317,2,30.34,1,3,3,133
7217,181,1,20.74,2,1,2,212
7218,261,2,54.71,2,3,3,233
7219,142,1,9.12,3,1,1,311
7220,128,1,2.06,3,1,1,311
7221,270,1,20.29,2,1,2,212
7222,65,2,17.41,3,3,2,332
7223,359,1,20.47,1,1,2,112
7224,303,1,4.06,1,1,1,111
7225,358,1,4.94,1,1,1,111
7226,345,2,74.32,1,3,4,134
7227,128,1,37.38,3,1,3,313
7228,358,1,3.85,1,1,1,111
7229,179,1,6.529999999999999,2,1,1,211
7230,334,2,29.560000000000002,1,3,3,133
7231,295,2,17.12,1,3,2,132
7232,134,4,158.45,3,4,4,344
7233,315,1,10.44,1,1,2,112
7234,196,2,30.56,2,3,3,233
7235,202,6,117.09,2,4,4,244
7236,253,2,36.22,2,3,3,233
7237,293,1,23.67,1,1,2,112
7238,299,1,14.37,1,1,2,112
7239,144,2,20.8,3,3,2,332
7240,343,1,4.81,1,1,1,111
7241,186,1,4.16,2,1,1,211
7242,286,2,67.64,1,3,4,134
7243,297,2,29.259999999999998,1,3,3,133
7244,265,8,269.4,2,4,4,244
7245,305,4,35.18,1,4,3,143
7246,317,1,106.24000000000001,1,1,4,114
7247,273,1,11.74,1,1,2,112
7248,309,1,2.4,1,1,1,111
7249,102,1,7.77,3,1,1,311
7250,291,1,4.94,1,1,1,111
7251,320,2,29.79,1,3,3,133
7252,336,1,12.700000000000001,1,1,2,112
7253,312,1,81.61,1,1,4,114
7254,269,2,37.43,2,3,3,233
7255,101,1,35.56,3,1,3,313
7256,314,1,137.85,1,1,4,114
7257,293,3,19.86,1,3,2,132
7258,134,2,230.87,3,3,4,334
7259,287,1,6.75,1,1,1,111
7260,318,1,18.0,1,1,2,112
7261,173,2,137.52,2,3,4,234
7262,317,1,211.81,1,1,4,114
7263,240,1,6.21,2,1,1,211
7264,281,1,3.68,1,1,1,111
7265,309,1,6.93,1,1,1,111
7266,293,3,55.37,1,3,3,133
7267,302,1,17.97,1,1,2,112
7268,253,3,23.72,2,3,2,232
7269,181,3,28.47,2,3,3,233
7270,83,2,9.25,3,3,1,331
7271,195,1,15.0,2,1,2,212
7272,283,1,3.54,1,1,1,111
7273,324,1,29.65,1,1,3,113
7274,234,1,12.399999999999999,2,1,2,212
7275,307,4,29.15,1,4,3,143
7276,312,3,34.32,1,3,3,133
7277,155,3,24.310000000000002,2,3,3,233
7278,256,1,14.75,2,1,2,212
7279,322,1,9.41,1,1,1,111
7280,357,1,47.55,1,1,3,113
7281,324,1,20.8,1,1,2,112
7282,202,1,15.96,2,1,2,212
7283,311,1,16.16,1,1,2,112
7284,227,1,13.63,2,1,2,212
7285,300,1,2.59,1,1,1,111
7286,342,1,3.62,1,1,1,111
7287,341,1,56.1,1,1,3,113
7288,247,2,38.66,2,3,3,233
7289,216,2,16.02,2,3,2,232
7290,258,1,9.2,2,1,1,211
7291,327,1,10.5,1,1,2,112
7292,263,1,23.61,2,1,2,212
7293,321,1,14.56,1,1,2,112
7294,269,1,53.09,2,1,3,213
7295,41,15,152.95,4,4,4,444
7296,141,2,25.77,3,3,3,333
7297,47,10,196.41,4,4,4,444
7298,271,1,1.82,2,1,1,211
7299,185,2,10.07,2,3,1,231
7300,12,10,111.98,4,4,4,444
7301,191,4,30.19,2,4,3,243
7302,44,7,66.57000000000001,4,4,4,444
7303,34,5,63.85,4,4,4,444
7304,141,8,78.71,3,4,4,344
7305,227,4,17.27,2,4,2,242
7306,337,1,11.46,1,1,2,112
7307,18,8,93.96000000000001,4,4,4,444
7308,75,8,95.46,3,4,4,344
7309,20,7,51.8,4,4,3,443
7310,136,1,1.46,3,1,1,311
7311,46,3,35.760000000000005,4,3,3,433
7312,195,3,18.869999999999997,2,3,2,232
7313,27,3,43.629999999999995,4,3,3,433
7314,19,13,101.32,4,4,4,444
7315,193,2,28.27,2,3,3,233
7316,184,3,43.519999999999996,2,3,3,233
7317,15,14,155.65,4,4,4,444
7318,15,3,7.19,4,3,1,431
7319,10,17,492.12,4,4,4,444
7320,10,13,251.48,4,4,4,444
7321,179,1,3.72,2,1,1,211
7322,9,5,96.52,4,4,4,444
7323,26,7,100.53999999999999,4,4,4,444
7324,271,4,58.83,2,4,3,243
7325,146,7,75.91,3,4,4,344
7326,198,1,21.619999999999997,2,1,2,212
7327,299,1,2.92,1,1,1,111
7328,251,1,18.98,2,1,2,212
7329,31,5,62.559999999999995,4,4,3,443
7330,129,17,247.45999999999998,3,4,4,344
7331,193,1,9.24,2,1,1,211
7332,6,14,325.96999999999997,4,4,4,444
7333,3,7,54.17,4,4,3,443
7334,2,4,43.910000000000004,4,4,3,443
7335,59,12,222.39,3,4,4,344
7336,23,7,79.23,4,4,4,444
7337,191,3,19.7,2,3,2,232
7338,25,10,134.01,4,4,4,444
7339,100,9,58.980000000000004,3,4,3,343
7340,68,9,47.44,3,4,3,343
7341,2,7,71.66,4,4,4,444
7342,12,9,128.67000000000002,4,4,4,444
7343,90,10,96.69,3,4,4,344
7344,101,7,122.94,3,4,4,344
7345,284,1,2.96,1,1,1,111
7346,349,1,16.06,1,1,2,112
7347,47,1,12.690000000000001,4,1,2,412
7348,80,1,4.19,3,1,1,311
7349,1,11,245.5,4,4,4,444
7350,11,4,28.36,4,4,3,443
7351,292,1,31.47,1,1,3,113
7352,64,1,60.82,3,1,3,313
7353,126,1,12.27,3,1,2,312
7354,13,2,16.68,4,3,2,432
7355,364,1,5.64,1,1,1,111
7356,348,1,10.68,1,1,2,112
7357,34,3,26.02,4,3,3,433
7358,267,1,10.01,2,1,1,211
7359,44,2,26.15,4,3,3,433
7360,14,2,38.239999999999995,4,3,3,433
7361,222,1,22.61,2,1,2,212
7362,83,2,17.41,3,3,2,332
7363,226,5,38.17,2,4,3,243
7364,337,1,9.4,1,1,1,111
7365,345,1,12.780000000000001,1,1,2,112
7366,221,3,180.93,2,3,4,234
7367,204,1,2.17,2,1,1,211
7368,358,1,22.28,1,1,2,112
7369,216,1,27.54,2,1,3,213
7370,266,2,42.42,2,3,3,233
7371,4,1,11.01,4,1,2,412
7372,326,1,4.26,1,1,1,111
7373,285,2,25.17,1,3,3,133
7374,248,5,56.49,2,4,3,243
7375,244,6,140.35,2,4,4,244
7376,249,4,30.89,2,4,3,243
7377,138,3,17.28,3,3,2,332
7378,296,1,8.25,1,1,1,111
7379,255,2,16.299999999999997,2,3,2,232
7380,299,1,14.8,1,1,2,112
7381,308,1,6.03,1,1,1,111
7382,307,1,14.37,1,1,2,112
7383,130,1,27.56,3,1,3,313
7384,331,1,17.97,1,1,2,112
7385,291,1,21.12,1,1,2,112
7386,178,2,14.34,2,3,2,232
7387,302,5,176.31,1,4,4,144
7388,78,1,5.12,3,1,1,311
7389,124,10,183.82,3,4,4,344
7390,150,5,62.989999999999995,3,4,3,343
7391,304,1,22.84,1,1,2,112
7392,205,1,50.120000000000005,2,1,3,213
7393,332,1,17.84,1,1,2,112
7394,324,1,10.98,1,1,2,112
7395,240,1,11.63,2,1,2,212
7396,321,1,4.23,1,1,1,111
7397,297,1,4.63,1,1,1,111
7398,347,2,22.83,1,3,2,132
7399,285,1,6.95,1,1,1,111
7400,265,3,55.32,2,3,3,233
7401,149,1,11.399999999999999,3,1,2,312
7402,302,4,68.06,1,4,4,144
7403,275,1,13.5,1,1,2,112
7404,307,1,1.77,1,1,1,111
7405,319,1,22.02,1,1,2,112
7406,326,5,54.160000000000004,1,4,3,143
7407,155,1,7.9,2,1,1,211
7408,327,4,71.38,1,4,4,144
7409,132,4,84.6,3,4,4,344
7410,318,1,6.81,1,1,1,111
7411,86,2,72.0,3,3,4,334
7412,289,1,29.74,1,1,3,113
7413,218,2,11.25,2,3,2,232
7414,243,5,75.36,2,4,4,244
7415,321,1,2.06,1,1,1,111
7416,290,1,6.02,1,1,1,111
7417,201,1,9.96,2,1,1,211
7418,42,1,6.68,4,1,1,411
7419,347,1,17.630000000000003,1,1,2,112
7420,323,1,4.91,1,1,1,111
7421,107,4,38.339999999999996,3,4,3,343
7422,45,2,38.57,4,3,3,433
7423,220,2,22.73,2,3,2,232
7424,312,6,166.47,1,4,4,144
7425,261,3,18.0,2,3,2,232
7426,233,2,29.619999999999997,2,3,3,233
7427,301,1,16.509999999999998,1,1,2,112
7428,319,2,117.91,1,3,4,134
7429,142,1,12.51,3,1,2,312
7430,344,1,7.16,1,1,1,111
7431,308,1,9.99,1,1,1,111
7432,213,2,22.98,2,3,2,232
7433,263,1,19.77,2,1,2,212
7434,263,1,2.04,2,1,1,211
7435,312,3,28.79,1,3,3,133
7436,260,6,67.13,2,4,4,244
7437,319,1,11.82,1,1,2,112
7438,274,1,12.87,1,1,2,112
7439,271,2,38.06,2,3,3,233
7440,236,7,363.66,2,4,4,244
7441,273,2,110.7,1,3,4,134
7442,94,3,8.79,3,3,1,331
7443,155,6,228.88,2,4,4,244
7444,325,2,14.46,1,3,2,132
7445,129,3,124.39,3,3,4,334
7446,223,3,34.7,2,3,3,233
7447,308,2,17.82,1,3,2,132
7448,324,1,1.38,1,1,1,111
7449,260,3,35.11,2,3,3,233
7450,237,1,12.67,2,1,2,212
7451,242,8,454.67,2,4,4,244
7452,293,2,99.64,1,3,4,134
7453,263,4,47.05,2,4,3,243
7454,324,1,14.21,1,1,2,112
7455,18,1,13.62,4,1,2,412
7456,292,3,167.71,1,3,4,134
7457,70,3,37.06,3,3,3,333
7458,262,1,26.57,2,1,3,213
7459,226,3,52.35,2,3,3,233
7460,147,4,111.56,3,4,4,344
7461,256,10,128.69,2,4,4,244
7462,171,1,10.38,2,1,2,212
7463,259,5,246.03,2,4,4,244
7464,297,1,4.94,1,1,1,111
7465,154,2,16.92,2,3,2,232
7466,141,4,12.11,3,4,2,342
7467,304,1,4.06,1,1,1,111
7468,303,4,162.99,1,4,4,144
7469,29,4,81.67,4,4,4,444
7470,126,1,9.35,3,1,1,311
7471,169,1,5.19,2,1,1,211
7472,115,1,190.96,3,1,4,314
7473,273,2,48.18,1,3,3,133
7474,305,1,19.51,1,1,2,112
7475,176,1,17.33,2,1,2,212
7476,232,1,4.56,2,1,1,211
7477,227,1,12.38,2,1,2,212
7478,321,4,63.0,1,4,3,143
7479,292,1,32.260000000000005,1,1,3,113
7480,277,4,98.28,1,4,4,144
7481,261,1,8.88,2,1,1,211
7482,249,1,135.57,2,1,4,214
7483,309,2,85.11,1,3,4,134
7484,307,4,86.44,1,4,4,144
7485,258,1,18.87,2,1,2,212
7486,187,3,25.740000000000002,2,3,3,233
7487,30,1,2.37,4,1,1,411
7488,259,3,43.87,2,3,3,233
7489,329,1,9.780000000000001,1,1,1,111
7490,307,1,2.25,1,1,1,111
7491,78,1,7.83,3,1,1,311
7492,322,1,13.79,1,1,2,112
7493,244,1,3.12,2,1,1,211
7494,211,1,9.440000000000001,2,1,1,211
7495,340,1,17.88,1,1,2,112
7496,307,1,9.38,1,1,1,111
7497,266,1,13.0,2,1,2,212
7498,337,1,13.63,1,1,2,112
7499,352,1,7.85,1,1,1,111
7500,311,1,6.81,1,1,1,111
7501,279,1,4.91,1,1,1,111
7502,260,1,8.38,2,1,1,211
7503,256,6,105.47,2,4,4,244
7504,303,3,31.78,1,3,3,133
7505,208,4,67.46,2,4,4,244
7506,315,1,26.54,1,1,3,113
7507,349,1,6.35,1,1,1,111
7508,70,5,49.13,3,4,3,343
7509,265,1,8.69,2,1,1,211
7510,254,1,9.87,2,1,1,211
7511,275,2,22.2,1,3,2,132
7512,154,1,14.239999999999998,2,1,2,212
7513,307,1,3.82,1,1,1,111
7514,242,1,4.94,2,1,1,211
7515,184,1,35.4,2,1,3,213
7516,210,8,163.07999999999998,2,4,4,244
7517,266,1,16.18,2,1,2,212
7518,301,1,30.310000000000002,1,1,3,113
7519,187,1,12.43,2,1,2,212
7520,305,2,67.21000000000001,1,3,4,134
7521,237,2,17.3,2,3,2,232
7522,110,1,15.72,3,1,2,312
7523,335,1,6.75,1,1,1,111
7524,302,1,7.98,1,1,1,111
7525,255,1,2.11,2,1,1,211
7526,303,1,13.12,1,1,2,112
7527,276,1,11.19,1,1,2,112
7528,264,5,37.629999999999995,2,4,3,243
7529,103,1,10.3,3,1,2,312
7530,345,1,22.939999999999998,1,1,2,112
7531,285,3,26.91,1,3,3,133
7532,338,1,6.75,1,1,1,111
7533,125,2,7.09,3,3,1,331
7534,238,2,416.26,2,3,4,234
7535,358,1,11.29,1,1,2,112
7536,352,1,4.98,1,1,1,111
7537,270,1,10.809999999999999,2,1,2,212
7538,193,1,6.68,2,1,1,211
7539,313,2,26.6,1,3,3,133
7540,265,1,8.38,2,1,1,211
7541,289,2,22.02,1,3,2,132
7542,299,6,806.67,1,4,4,144
7543,269,1,21.63,2,1,2,212
7544,332,2,13.69,1,3,2,132
7545,232,1,4.02,2,1,1,211
7546,288,1,1.09,1,1,1,111
7547,283,1,15.06,1,1,2,112
7548,348,3,29.03,1,3,3,133
7549,19,1,12.46,4,1,2,412
7550,42,5,71.04,4,4,4,444
7551,1,3,80.77,4,3,4,434
7552,265,1,12.43,2,1,2,212
7553,50,1,11.04,3,1,2,312
7554,5,1,6.47,4,1,1,411
7555,39,3,135.75,4,3,4,434
7556,91,2,20.630000000000003,3,3,2,332
7557,30,2,120.51,4,3,4,434
7558,227,2,42.67,2,3,3,233
7559,300,1,16.46,1,1,2,112
7560,69,3,126.31,3,3,4,334
7561,286,1,38.379999999999995,1,1,3,113
7562,104,1,11.620000000000001,3,1,2,312
7563,293,3,23.8,1,3,2,132
7564,335,1,25.84,1,1,3,113
7565,324,1,10.57,1,1,2,112
7566,236,6,59.26,2,4,3,243
7567,342,1,13.57,1,1,2,112
7568,118,1,0.16,3,1,1,311
7569,307,3,52.8,1,3,3,133
7570,349,2,29.790000000000003,1,3,3,133
7571,270,1,9.48,2,1,1,211
7572,330,2,56.04,1,3,3,133
7573,213,1,24.619999999999997,2,1,3,213
7574,174,1,16.28,2,1,2,212
7575,293,2,14.440000000000001,1,3,2,132
7576,309,2,14.74,1,3,2,132
7577,267,1,14.38,2,1,2,212
7578,194,3,41.489999999999995,2,3,3,233
7579,275,1,21.12,1,1,2,112
7580,265,1,40.31,2,1,3,213
7581,355,1,16.05,1,1,2,112
7582,317,1,16.72,1,1,2,112
7583,294,2,14.18,1,3,2,132
7584,193,1,24.66,2,1,3,213
7585,348,1,10.02,1,1,1,111
7586,74,2,14.919999999999998,3,3,2,332
7587,342,1,8.98,1,1,1,111
7588,300,1,19.04,1,1,2,112
7589,328,1,2.11,1,1,1,111
7590,347,1,7.57,1,1,1,111
7591,328,1,31.77,1,1,3,113
7592,129,2,153.39000000000001,3,3,4,334
7593,106,1,4.57,3,1,1,311
7594,105,1,20.34,3,1,2,312
7595,340,2,8.86,1,3,1,131
7596,36,2,7.79,4,3,1,431
7597,151,1,7.61,2,1,1,211
7598,344,1,2.13,1,1,1,111
7599,134,3,47.66,3,3,3,333
7600,295,2,20.67,1,3,2,132
7601,138,1,8.04,3,1,1,311
7602,260,3,57.400000000000006,2,3,3,233
7603,328,1,7.1,1,1,1,111
7604,309,1,195.83,1,1,4,114
7605,236,1,34.05,2,1,3,213
7606,243,1,4.5,2,1,1,211
7607,330,1,7.71,1,1,1,111
7608,272,1,26.5,2,1,3,213
7609,276,1,11.64,1,1,2,112
7610,258,1,48.16,2,1,3,213
7611,330,2,21.490000000000002,1,3,2,132
7612,332,1,106.73,1,1,4,114
7613,362,1,20.52,1,1,2,112
7614,102,2,10.190000000000001,3,3,2,332
7615,318,1,186.45999999999998,1,1,4,114
7616,127,1,8.18,3,1,1,311
7617,286,1,30.380000000000003,1,1,3,113
7618,357,1,11.65,1,1,2,112
7619,326,1,10.83,1,1,2,112
7620,273,3,17.76,1,3,2,132
7621,262,1,9.46,2,1,1,211
7622,312,1,49.5,1,1,3,113
7623,306,4,74.11,1,4,4,144
7624,250,10,69.91,2,4,4,244
7625,49,1,12.61,3,1,2,312
7626,239,1,5.38,2,1,1,211
7627,267,1,8.8,2,1,1,211
7628,302,2,4.0,1,3,1,131
7629,359,1,8.5,1,1,1,111
7630,282,5,86.41,1,4,4,144
7631,303,1,11.309999999999999,1,1,2,112
7632,359,1,12.83,1,1,2,112
7633,308,1,3.61,1,1,1,111
7634,161,1,15.219999999999999,2,1,2,212
7635,284,1,2.73,1,1,1,111
7636,195,1,11.309999999999999,2,1,2,212
7637,361,1,7.16,1,1,1,111
7638,100,2,7.07,3,3,1,331
7639,325,1,5.59,1,1,1,111
7640,260,3,29.74,2,3,3,233
7641,286,2,13.52,1,3,2,132
7642,271,1,13.59,2,1,2,212
7643,303,1,12.79,1,1,2,112
7644,227,1,41.31,2,1,3,213
7645,236,1,2.37,2,1,1,211
7646,256,1,2.13,2,1,1,211
7647,336,1,27.060000000000002,1,1,3,113
7648,288,3,17.89,1,3,2,132
7649,287,1,13.77,1,1,2,112
7650,351,1,73.99,1,1,4,114
7651,232,1,9.48,2,1,1,211
7652,316,2,34.730000000000004,1,3,3,133
7653,324,1,3.56,1,1,1,111
7654,236,2,37.46,2,3,3,233
7655,195,2,19.09,2,3,2,232
7656,242,4,23.2,2,4,2,242
7657,330,1,30.06,1,1,3,113
7658,232,1,9.41,2,1,1,211
7659,145,1,4.34,3,1,1,311
7660,288,1,12.54,1,1,2,112
7661,140,1,9.49,3,1,1,311
7662,265,3,46.4,2,3,3,233
7663,122,2,9.95,3,3,1,331
7664,112,1,12.35,3,1,2,312
7665,359,1,4.43,1,1,1,111
7666,307,1,2.78,1,1,1,111
7667,338,2,16.41,1,3,2,132
7668,262,1,6.35,2,1,1,211
7669,348,2,42.86,1,3,3,133
7670,294,2,30.01,1,3,3,133
7671,291,1,4.77,1,1,1,111
7672,214,2,186.31,2,3,4,234
7673,317,1,87.38,1,1,4,114
7674,297,2,2.38,1,3,1,131
7675,287,2,26.04,1,3,3,133
7676,310,1,2.11,1,1,1,111
7677,206,1,0.96,2,1,1,211
7678,313,2,16.73,1,3,2,132
7679,351,1,57.61,1,1,3,113
7680,146,1,103.11,3,1,4,314
7681,292,1,18.0,1,1,2,112
7682,310,1,12.67,1,1,2,112
7683,231,3,38.35,2,3,3,233
7684,246,1,16.66,2,1,2,212
7685,352,1,11.19,1,1,2,112
7686,350,2,7.5,1,3,1,131
7687,355,1,3.85,1,1,1,111
7688,230,1,4.94,2,1,1,211
7689,196,5,55.56,2,4,3,243
7690,330,2,56.87,1,3,3,133
7691,294,1,4.3,1,1,1,111
7692,314,2,28.16,1,3,3,133
7693,292,3,13.76,1,3,2,132
7694,247,1,11.93,2,1,2,212
7695,315,2,19.87,1,3,2,132
7696,185,2,19.5,2,3,2,232
7697,325,3,35.25,1,3,3,133
7698,309,1,10.190000000000001,1,1,2,112
7699,358,1,29.18,1,1,3,113
7700,183,2,6.48,2,3,1,231
7701,295,2,18.69,1,3,2,132
7702,168,3,38.31,2,3,3,233
7703,325,2,15.02,1,3,2,132
7704,263,3,27.14,2,3,3,233
7705,262,1,5.94,2,1,1,211
7706,164,1,24.26,2,1,3,213
7707,138,4,366.92,3,4,4,344
7708,266,1,4.02,2,1,1,211
7709,335,1,6.35,1,1,1,111
7710,313,4,33.24,1,4,3,143
7711,321,1,16.97,1,1,2,112
7712,301,1,22.28,1,1,2,112
7713,319,1,74.74,1,1,4,114
7714,331,1,8.07,1,1,1,111
7715,312,1,11.93,1,1,2,112
7716,264,1,9.96,2,1,1,211
7717,311,1,6.75,1,1,1,111
7718,333,1,11.68,1,1,2,112
7719,252,1,5.52,2,1,1,211
7720,173,1,11.19,2,1,2,212
7721,147,4,107.74,3,4,4,344
7722,256,1,5.38,2,1,1,211
7723,162,8,65.24,2,4,4,244
7724,309,1,3.0,1,1,1,111
7725,120,1,6.62,3,1,1,311
7726,283,2,47.93,1,3,3,133
7727,329,1,22.09,1,1,2,112
7728,278,1,19.89,1,1,2,112
7729,260,4,88.69,2,4,4,244
7730,264,2,98.02,2,3,4,234
7731,321,1,6.74,1,1,1,111
7732,323,2,134.73000000000002,1,3,4,134
7733,330,1,13.290000000000001,1,1,2,112
7734,344,1,4.81,1,1,1,111
7735,100,1,12.71,3,1,2,312
7736,305,1,13.38,1,1,2,112
7737,300,1,6.49,1,1,1,111
7738,281,1,4.02,1,1,1,111
7739,223,1,12.23,2,1,2,212
7740,241,1,6.35,2,1,1,211
7741,323,1,4.38,1,1,1,111
7742,336,1,38.11,1,1,3,113
7743,202,1,0.86,2,1,1,211
7744,273,1,17.29,1,1,2,112
7745,283,1,8.87,1,1,1,111
7746,319,6,169.46,1,4,4,144
7747,311,1,11.850000000000001,1,1,2,112
7748,228,1,9.38,2,1,1,211
7749,228,1,9.52,2,1,1,211
7750,175,1,30.48,2,1,3,213
7751,246,2,15.9,2,3,2,232
7752,307,1,11.37,1,1,2,112
7753,326,1,16.95,1,1,2,112
7754,257,1,3.81,2,1,1,211
7755,315,5,57.42,1,4,3,143
7756,115,1,20.8,3,1,2,312
7757,313,1,11.37,1,1,2,112
7758,272,1,19.44,2,1,2,212
7759,150,1,32.33,3,1,3,313
7760,332,1,5.73,1,1,1,111
7761,257,2,8.01,2,3,1,231
7762,45,2,39.37,4,3,3,433
7763,265,5,146.78,2,4,4,244
7764,43,20,218.31,4,4,4,444
7765,159,2,22.68,2,3,2,232
7766,361,1,24.22,1,1,3,113
7767,309,1,57.07000000000001,1,1,3,113
7768,318,2,19.009999999999998,1,3,2,132
7769,101,4,49.699999999999996,3,4,3,343
7770,76,2,53.32,3,3,3,333
7771,308,1,3.85,1,1,1,111
7772,336,1,14.620000000000001,1,1,2,112
7773,310,1,8.88,1,1,1,111
7774,266,2,30.21,2,3,3,233
7775,272,1,22.13,2,1,2,212
7776,112,1,6.35,3,1,1,311
7777,342,1,8.18,1,1,1,111
7778,244,5,68.05,2,4,4,244
7779,211,2,17.87,2,3,2,232
7780,95,10,563.4,3,4,4,344
7781,352,1,16.09,1,1,2,112
7782,316,2,29.91,1,3,3,133
7783,356,1,12.21,1,1,2,112
7784,337,1,12.68,1,1,2,112
7785,322,1,40.33,1,1,3,113
7786,334,1,2.15,1,1,1,111
7787,335,1,9.41,1,1,1,111
7788,256,2,33.66,2,3,3,233
7789,327,1,7.88,1,1,1,111
7790,314,1,15.57,1,1,2,112
7791,270,2,17.189999999999998,2,3,2,232
7792,308,1,5.04,1,1,1,111
7793,302,3,45.64,1,3,3,133
7794,79,2,213.74,3,3,4,334
7795,78,3,56.43,3,3,3,333
7796,245,1,21.0,2,1,2,212
7797,212,1,21.63,2,1,2,212
7798,260,1,13.1,2,1,2,212
7799,308,1,15.32,1,1,2,112
7800,302,1,1.06,1,1,1,111
7801,323,2,10.75,1,3,2,132
7802,317,1,6.68,1,1,1,111
7803,323,1,43.26,1,1,3,113
7804,108,1,32.16,3,1,3,313
7805,307,2,41.35,1,3,3,133
